Timestep,Primary Energy Factor kWh/kWh delivered,Emissions Factor kgCO2e/kWh,Emissions Factor kgCO2e/kWh including out-of-scope emissions
5255,1.627397758,0.062395106,0.062395106
5256,1.60839424,0.059814328,0.059814328
5257,1.595264256,0.056941803,0.056941803
5258,1.554017894,0.050756215,0.050756215
5259,1.574283208,0.052025133,0.052025133
5260,1.582992773,0.052793113,0.052793113
5261,1.584801185,0.053765248,0.053765248
5262,1.643022045,0.061924214,0.061924214
5263,1.73473677,0.075025505,0.075025505
5264,1.81877374,0.084761758,0.084761758
5265,1.953358105,0.091126828,0.091126828
5266,2.136040756,0.089999954,0.089999954
5267,2.172484152,0.089639079,0.089639079
5268,2.2968307,0.092780931,0.092780931
5269,2.278967262,0.087682319,0.087682319
5270,2.289532867,0.092726978,0.092726978
5271,2.475033484,0.089483291,0.089483291
5272,2.354041591,0.093392851,0.093392851
5273,2.421282354,0.093811086,0.093811086
5274,2.383412889,0.090437424,0.090437424
5275,2.372239769,0.090852605,0.090852605
5276,2.047188333,0.082953837,0.082953837
5277,2.025954489,0.085161333,0.085161333
5278,2.107540407,0.082925036,0.082925036
5279,2.097878754,0.083527856,0.083527856
5280,2.001759011,0.076090061,0.076090061
5281,2.191082314,0.081334459,0.081334459
5282,2.201323646,0.079783142,0.079783142
5283,2.218534196,0.081526545,0.081526545
5284,2.289039317,0.084621054,0.084621054
5285,2.338598069,0.08893634,0.08893634
5286,2.356262154,0.085559499,0.085559499
5287,2.367526936,0.087680822,0.087680822
5288,2.446356557,0.09741591,0.09741591
5289,2.391618276,0.094508317,0.094508317
5290,2.494226806,0.093707551,0.093707551
5291,2.403016407,0.095477996,0.095477996
5292,2.389233004,0.093594217,0.093594217
5293,2.367232799,0.091970758,0.091970758
5294,2.423856586,0.097548779,0.097548779
5295,2.3761238,0.10005984,0.10005984
5296,2.416060003,0.095762736,0.095762736
5297,2.50081947,0.083936599,0.083936599
5298,2.437728597,0.078827876,0.078827876
5299,2.384867526,0.079073863,0.079073863
5300,2.382509376,0.07761493,0.07761493
5301,2.436180694,0.076713578,0.076713578
5302,2.420346472,0.073367904,0.073367904
5303,2.263642884,0.066654306,0.066654306
5304,2.217394553,0.06012885,0.06012885
5305,2.066637374,0.05429432,0.05429432
5306,2.101996392,0.054429588,0.054429588
5307,2.128908618,0.058477717,0.058477717
5308,2.074128363,0.062043243,0.062043243
5309,2.088515088,0.064767625,0.064767625
5310,2.099337221,0.06877505,0.06877505
5311,2.097213611,0.074487335,0.074487335
5312,2.072682727,0.079014384,0.079014384
5313,2.126331309,0.08581009,0.08581009
5314,2.203088963,0.094131097,0.094131097
5315,2.162415504,0.096524868,0.096524868
5316,2.151746318,0.107307242,0.107307242
5317,2.016454499,0.104459898,0.104459898
5318,2.000803502,0.105204217,0.105204217
5319,1.903210916,0.094703772,0.094703772
5320,1.915176447,0.095406992,0.095406992
5321,1.863553208,0.089337088,0.089337088
5322,1.839746253,0.083789111,0.083789111
5323,1.831501488,0.08002862,0.08002862
5324,1.866666121,0.0826404,0.0826404
5325,1.901860008,0.084514574,0.084514574
5326,1.937206326,0.088160245,0.088160245
5327,1.988043296,0.089725104,0.089725104
5328,2.140922682,0.08785063,0.08785063
5329,2.248594673,0.089913687,0.089913687
5330,2.249374155,0.08816388,0.08816388
5331,2.262815565,0.086639551,0.086639551
5332,2.396306238,0.092765891,0.092765891
5333,2.380902131,0.091171468,0.091171468
5334,2.383811081,0.087458201,0.087458201
5335,2.426406305,0.098339163,0.098339163
5336,2.463426088,0.092931207,0.092931207
5337,2.480993901,0.093721451,0.093721451
5338,2.505217379,0.08719849,0.08719849
5339,2.41465976,0.087218796,0.087218796
5340,2.401392964,0.089405786,0.089405786
5341,2.259966353,0.089481286,0.089481286
5342,2.117262131,0.085565279,0.085565279
5343,2.109438964,0.091511598,0.091511598
5344,2.141009209,0.093229357,0.093229357
5345,2.0993136,0.093433129,0.093433129
5346,2.12223169,0.086449463,0.086449463
5347,2.073439284,0.080864735,0.080864735
5348,2.083558883,0.082744853,0.082744853
5349,1.995572214,0.081533665,0.081533665
5350,1.8887733,0.083076657,0.083076657
5351,1.867264821,0.085884366,0.085884366
5352,1.765732813,0.076783142,0.076783142
5353,1.723080386,0.078108693,0.078108693
5354,1.678921968,0.076491212,0.076491212
5355,1.668853314,0.074366142,0.074366142
5356,1.72174577,0.085756477,0.085756477
5357,1.789945418,0.084355412,0.084355412
5358,1.839172132,0.091950707,0.091950707
5359,1.937559966,0.099171775,0.099171775
5360,2.031401868,0.106554606,0.106554606
5361,1.994819771,0.1085643,0.1085643
5362,2.108143243,0.1199439,0.1199439
5363,2.157507918,0.128432815,0.128432815
5364,2.137101049,0.12697305,0.12697305
5365,2.140234836,0.133915392,0.133915392
5366,2.129264158,0.126641533,0.126641533
5367,2.093292415,0.130909252,0.130909252
5368,2.042198931,0.11780911,0.11780911
5369,2.036889752,0.117469279,0.117469279
5370,2.080400101,0.099153372,0.099153372
5371,2.041446954,0.096223237,0.096223237
5372,2.122517369,0.096029136,0.096029136
5373,2.193644707,0.096573615,0.096573615
5374,2.254432061,0.095235384,0.095235384
5375,2.322185188,0.09159536,0.09159536
5376,2.400892732,0.097399091,0.097399091
5377,2.483071951,0.096165021,0.096165021
5378,2.496430131,0.094047111,0.094047111
5379,2.51162562,0.099010777,0.099010777
5380,2.578894087,0.098871883,0.098871883
5381,2.616941152,0.095782253,0.095782253
5382,2.603134341,0.09618435,0.09618435
5383,2.573980961,0.09783383,0.09783383
5384,2.584029909,0.094011586,0.094011586
5385,2.581768151,0.091185015,0.091185015
5386,2.605585155,0.094162588,0.094162588
5387,2.653288286,0.097023669,0.097023669
5388,2.587327095,0.103447355,0.103447355
5389,2.554500535,0.111144552,0.111144552
5390,2.500800554,0.107845965,0.107845965
5391,2.477467134,0.094576972,0.094576972
5392,2.47150333,0.091090233,0.091090233
5393,2.423573229,0.088840764,0.088840764
5394,2.39070839,0.0859376,0.0859376
5395,2.349551914,0.080485933,0.080485933
5396,2.376098022,0.079533942,0.079533942
5397,2.353419658,0.075981846,0.075981846
5398,2.286206781,0.076868821,0.076868821
5399,2.26519559,0.07278849,0.07278849
5400,2.208948474,0.073287892,0.073287892
5401,2.197230985,0.074336216,0.074336216
5402,2.180088074,0.076586506,0.076586506
5403,2.134987138,0.077146736,0.077146736
5404,2.179954504,0.082965188,0.082965188
5405,2.212248914,0.086540204,0.086540204
5406,2.277073053,0.086212702,0.086212702
5407,2.342375221,0.092353307,0.092353307
5408,2.425449071,0.099934989,0.099934989
5409,2.464360404,0.10613542,0.10613542
5410,2.49062922,0.109202619,0.109202619
5411,2.561538846,0.113288312,0.113288312
5412,2.527397341,0.119639752,0.119639752
5413,2.529514231,0.128432358,0.128432358
5414,2.492589482,0.135845439,0.135845439
5415,2.508369965,0.133138793,0.133138793
5416,2.527220437,0.132528468,0.132528468
5417,2.495363687,0.122616611,0.122616611
5418,2.50104434,0.11865037,0.11865037
5419,2.498994116,0.108523773,0.108523773
5420,2.118341988,0.094410932,0.094410932
5421,2.098412176,0.087923947,0.087923947
5422,2.002882093,0.082927785,0.082927785
5423,1.977338817,0.078055855,0.078055855
5424,1.851026732,0.075122347,0.075122347
5425,1.741321008,0.068339827,0.068339827
5426,1.704032336,0.063952145,0.063952145
5427,1.722463674,0.066839221,0.066839221
5428,1.691507535,0.058688576,0.058688576
5429,1.752870529,0.064671306,0.064671306
5430,1.71437789,0.059770102,0.059770102
5431,1.655849748,0.052881069,0.052881069
5432,1.610768979,0.046276975,0.046276975
5433,1.585652349,0.044706668,0.044706668
5434,1.594918686,0.047489934,0.047489934
5435,1.608547383,0.052233743,0.052233743
5436,1.695527474,0.06596905,0.06596905
5437,1.684895336,0.068150738,0.068150738
5438,1.638251049,0.066022375,0.066022375
5439,1.594484703,0.062023371,0.062023371
5440,1.569892036,0.060076454,0.060076454
5441,1.553270568,0.057971889,0.057971889
5442,1.525110823,0.055052048,0.055052048
5443,1.52357384,0.055420059,0.055420059
5444,1.525632876,0.055064424,0.055064424
5445,1.500652522,0.051571415,0.051571415
5446,1.516187655,0.052476852,0.052476852
5447,1.580257714,0.060172888,0.060172888
5448,1.562328075,0.05772412,0.05772412
5449,1.589169711,0.060720493,0.060720493
5450,1.589664821,0.06049223,0.06049223
5451,1.65134034,0.066419817,0.066419817
5452,1.721509957,0.073946337,0.073946337
5453,1.749031011,0.07705408,0.07705408
5454,1.743100915,0.076605528,0.076605528
5455,1.795241297,0.082957098,0.082957098
5456,1.837426125,0.08923968,0.08923968
5457,1.870774083,0.093338991,0.093338991
5458,1.908929569,0.09963286,0.09963286
5459,1.900378809,0.099470544,0.099470544
5460,1.873312297,0.097479664,0.097479664
5461,1.781200933,0.086761841,0.086761841
5462,1.744677318,0.083504492,0.083504492
5463,1.700586469,0.077956082,0.077956082
5464,1.700250349,0.07621846,0.07621846
5465,1.680240371,0.073594779,0.073594779
5466,1.63201663,0.065972441,0.065972441
5467,1.60875893,0.061831555,0.061831555
5468,1.732182585,0.070467106,0.070467106
5469,1.765817254,0.069871906,0.069871906
5470,1.790535151,0.070495332,0.070495332
5471,1.986316715,0.067526271,0.067526271
5472,2.162821303,0.063993677,0.063993677
5473,2.206042285,0.060066417,0.060066417
5474,2.288730095,0.066140352,0.066140352
5475,2.431776812,0.071918777,0.071918777
5476,2.944403459,0.075039223,0.075039223
5477,2.934547064,0.076090331,0.076090331
5478,2.935600758,0.080282583,0.080282583
5479,2.907448564,0.082291107,0.082291107
5480,2.893244128,0.085389482,0.085389482
5481,2.866977592,0.083968754,0.083968754
5482,2.795227228,0.085995995,0.085995995
5483,2.814976094,0.088150322,0.088150322
5484,2.709956287,0.092521206,0.092521206
5485,2.634600398,0.092720504,0.092720504
5486,2.570209343,0.089259745,0.089259745
5487,2.5050246,0.079769166,0.079769166
5488,2.425492315,0.07646311,0.07646311
5489,2.396694272,0.077491594,0.077491594
5490,2.36964733,0.075888189,0.075888189
5491,2.313026049,0.07049344,0.07049344
5492,2.247817736,0.064642977,0.064642977
5493,2.208448818,0.06146684,0.06146684
5494,2.207236805,0.061434954,0.061434954
5495,2.202557276,0.05849827,0.05849827
5496,2.178470116,0.054137141,0.054137141
5497,2.163110465,0.04950515,0.04950515
5498,2.158712534,0.052738219,0.052738219
5499,2.193436167,0.053514387,0.053514387
5500,2.192255633,0.057888909,0.057888909
5501,2.276732063,0.064853363,0.064853363
5502,2.353190999,0.071404101,0.071404101
5503,2.472983174,0.077376983,0.077376983
5504,2.553738492,0.079753972,0.079753972
5505,2.653340363,0.085595925,0.085595925
5506,2.762101792,0.09009672,0.09009672
5507,2.853523433,0.09482077,0.09482077
5508,2.939481403,0.096355659,0.096355659
5509,2.936260601,0.097115381,0.097115381
5510,2.922539985,0.098778274,0.098778274
5511,2.922064947,0.100839051,0.100839051
5512,2.917947722,0.094472268,0.094472268
5513,2.91611737,0.090438199,0.090438199
5514,2.912340784,0.091532928,0.091532928
5515,2.903139882,0.086674182,0.086674182
5516,2.727775368,0.088278399,0.088278399
5517,2.666786625,0.078455131,0.078455131
5518,2.637788219,0.07693527,0.07693527
5519,2.590343028,0.072383347,0.072383347
5520,2.459270683,0.06467939,0.06467939
5521,2.448542951,0.06321919,0.06321919
5522,2.382676462,0.062371335,0.062371335
5523,2.335668656,0.062677069,0.062677069
5524,2.1352823,0.054501691,0.054501691
5525,2.170160278,0.050422192,0.050422192
5526,2.161260554,0.049588817,0.049588817
5527,2.14187623,0.057256989,0.057256989
5528,2.161445706,0.06109859,0.06109859
5529,2.201463155,0.066518031,0.066518031
5530,2.351859593,0.070514142,0.070514142
5531,2.332347458,0.068768261,0.068768261
5532,2.392848844,0.073341354,0.073341354
5533,2.296936285,0.076052734,0.076052734
5534,2.134006739,0.070634442,0.070634442
5535,2.038980711,0.062821071,0.062821071
5536,1.940788227,0.051201106,0.051201106
5537,1.970561162,0.050434487,0.050434487
5538,2.037567648,0.050059941,0.050059941
5539,2.015151909,0.051302726,0.051302726
5540,2.035406614,0.051701852,0.051701852
5541,1.947638238,0.044321547,0.044321547
5542,1.98548852,0.044904026,0.044904026
5543,1.990115519,0.045902145,0.045902145
5544,1.938146835,0.045131161,0.045131161
5545,2.020389006,0.046168477,0.046168477
5546,2.078748699,0.050158777,0.050158777
5547,2.066271092,0.051089822,0.051089822
5548,2.167446165,0.060751393,0.060751393
5549,2.130823608,0.062827564,0.062827564
5550,2.213362372,0.064240764,0.064240764
5551,2.297129364,0.070147582,0.070147582
5552,2.406604997,0.078156729,0.078156729
5553,2.429685863,0.078139122,0.078139122
5554,2.368202752,0.082533611,0.082533611
5555,2.318692983,0.08098593,0.08098593
5556,2.345286681,0.092188723,0.092188723
5557,2.377289365,0.090309783,0.090309783
5558,2.439827587,0.093924631,0.093924631
5559,2.287273287,0.091366219,0.091366219
5560,2.26863297,0.08972362,0.08972362
5561,2.26629659,0.078251323,0.078251323
5562,2.318912267,0.081141586,0.081141586
5563,2.291306011,0.091061561,0.091061561
5564,1.944677974,0.082725191,0.082725191
5565,1.838334674,0.070512157,0.070512157
5566,1.794673876,0.065867732,0.065867732
5567,1.812649333,0.067422517,0.067422517
5568,1.662394803,0.05438537,0.05438537
5569,1.664393533,0.055375155,0.055375155
5570,1.677709383,0.05739904,0.05739904
5571,1.711195567,0.060835175,0.060835175
5572,1.661627696,0.058318474,0.058318474
5573,1.589878499,0.051065191,0.051065191
5574,1.594348477,0.052284105,0.052284105
5575,1.680172453,0.062922919,0.062922919
5576,1.630081762,0.058055645,0.058055645
5577,1.73027061,0.070891947,0.070891947
5578,1.812266273,0.083461878,0.083461878
5579,1.780566171,0.0825953,0.0825953
5580,1.746968917,0.081114838,0.081114838
5581,1.693622977,0.075087428,0.075087428
5582,1.673418819,0.073399771,0.073399771
5583,1.679994488,0.073362796,0.073362796
5584,1.630511908,0.066955423,0.066955423
5585,1.559733275,0.057696171,0.057696171
5586,1.543983381,0.056245762,0.056245762
5587,1.513981055,0.052152251,0.052152251
5588,1.495296664,0.050091023,0.050091023
5589,1.486440266,0.049260294,0.049260294
5590,1.49401882,0.050660724,0.050660724
5591,1.46543421,0.046243029,0.046243029
5592,1.475466158,0.046716519,0.046716519
5593,1.478042533,0.047473878,0.047473878
5594,1.483842277,0.048960622,0.048960622
5595,1.531091872,0.053487524,0.053487524
5596,1.505299617,0.051248996,0.051248996
5597,1.554764573,0.05706448,0.05706448
5598,1.576120724,0.061559253,0.061559253
5599,1.58661626,0.063972131,0.063972131
5600,1.605859895,0.066674024,0.066674024
5601,1.702137047,0.077334076,0.077334076
5602,1.722456345,0.07926664,0.07926664
5603,1.805990802,0.087597209,0.087597209
5604,1.822298271,0.090460411,0.090460411
5605,1.811021842,0.088102094,0.088102094
5606,1.7260725,0.078220169,0.078220169
5607,1.703593211,0.075898848,0.075898848
5608,1.721320085,0.078583194,0.078583194
5609,1.788669905,0.085449901,0.085449901
5610,1.67795432,0.072165538,0.072165538
5611,1.679228738,0.069455719,0.069455719
5612,1.740436863,0.071410891,0.071410891
5613,1.718399029,0.064590758,0.064590758
5614,1.726666127,0.065465709,0.065465709
5615,1.773166754,0.070649683,0.070649683
5616,1.717501289,0.068577514,0.068577514
5617,1.759193617,0.072418053,0.072418053
5618,1.803490714,0.076809413,0.076809413
5619,1.840650876,0.081889569,0.081889569
5620,1.92404067,0.091856448,0.091856448
5621,1.892319296,0.088943579,0.088943579
5622,1.910080178,0.086299141,0.086299141
5623,1.889369092,0.09184332,0.09184332
5624,1.891667007,0.094087981,0.094087981
5625,1.852411945,0.088005343,0.088005343
5626,1.873826878,0.093549343,0.093549343
5627,1.936279752,0.101589105,0.101589105
5628,1.890559809,0.098464091,0.098464091
5629,1.8905856,0.099451951,0.099451951
5630,1.866800595,0.099439259,0.099439259
5631,1.909670401,0.105775736,0.105775736
5632,1.904043436,0.106352236,0.106352236
5633,1.826429451,0.095785821,0.095785821
5634,1.767341794,0.088552293,0.088552293
5635,1.708146496,0.081864347,0.081864347
5636,1.658342629,0.075734396,0.075734396
5637,1.654127552,0.074365927,0.074365927
5638,1.670126515,0.077684297,0.077684297
5639,1.672792659,0.078882363,0.078882363
5640,1.705046408,0.081585355,0.081585355
5641,1.776425595,0.089939816,0.089939816
5642,1.821461824,0.094881299,0.094881299
5643,1.863163461,0.100960149,0.100960149
5644,1.945655155,0.103327156,0.103327156
5645,1.995163211,0.094701994,0.094701994
5646,2.082581784,0.102113446,0.102113446
5647,2.140622243,0.11228277,0.11228277
5648,2.223653083,0.117936077,0.117936077
5649,2.395289786,0.124838306,0.124838306
5650,2.39916664,0.128695381,0.128695381
5651,2.490169762,0.128598929,0.128598929
5652,2.506727858,0.13080451,0.13080451
5653,2.587072709,0.129333838,0.129333838
5654,2.54460596,0.12330116,0.12330116
5655,2.549511274,0.120288941,0.120288941
5656,2.436563915,0.118198338,0.118198338
5657,2.392274383,0.107231282,0.107231282
5658,2.373867244,0.103108886,0.103108886
5659,2.222379456,0.087001401,0.087001401
5660,2.280428502,0.089571018,0.089571018
5661,2.232812594,0.079723969,0.079723969
5662,2.239066517,0.083519411,0.083519411
5663,2.215198096,0.082156711,0.082156711
5664,2.363884153,0.093090823,0.093090823
5665,2.377839289,0.095510107,0.095510107
5666,2.345172963,0.095258563,0.095258563
5667,2.283516942,0.095639921,0.095639921
5668,2.343378154,0.098519721,0.098519721
5669,2.35591484,0.089035038,0.089035038
5670,2.346437552,0.107023482,0.107023482
5671,2.319228033,0.095304858,0.095304858
5672,2.296042658,0.097601628,0.097601628
5673,2.34237064,0.097018977,0.097018977
5674,2.288311405,0.093126806,0.093126806
5675,2.108309642,0.086719181,0.086719181
5676,2.122304132,0.091014935,0.091014935
5677,2.116316245,0.090206646,0.090206646
5678,2.098203154,0.084900858,0.084900858
5679,1.977811413,0.082610218,0.082610218
5680,1.964327354,0.080891935,0.080891935
5681,1.868940818,0.075065689,0.075065689
5682,1.754884255,0.067285961,0.067285961
5683,1.730673919,0.070043548,0.070043548
5684,1.743670402,0.072956269,0.072956269
5685,1.756487167,0.074730529,0.074730529
5686,1.69519632,0.069951606,0.069951606
5687,1.659082383,0.065270562,0.065270562
5688,1.60335018,0.058913945,0.058913945
5689,1.549976983,0.052848585,0.052848585
5690,1.5965753,0.058609453,0.058609453
5691,1.6265466,0.060880797,0.060880797
5692,1.668467017,0.065204222,0.065204222
5693,1.736837813,0.071564688,0.071564688
5694,1.823346478,0.077949856,0.077949856
5695,1.954851226,0.085488684,0.085488684
5696,2.027882719,0.101166329,0.101166329
5697,2.067091447,0.105309447,0.105309447
5698,2.189727367,0.112974419,0.112974419
5699,2.354276735,0.115073868,0.115073868
5700,2.478288393,0.13014346,0.13014346
