Timestep,Primary Energy Factor kWh/kWh delivered,Emissions Factor kgCO2e/kWh,Emissions Factor kgCO2e/kWh including out-of-scope emissions
4592,1.878198523,0.040942449,0.040942449
4593,1.904595628,0.046116986,0.046116986
4594,2.036973532,0.057245326,0.057245326
4595,2.09375078,0.059270307,0.059270307
4596,2.126434187,0.061567909,0.061567909
4597,2.171558457,0.058483728,0.058483728
4598,2.19641112,0.060977641,0.060977641
4599,2.209114409,0.053632309,0.053632309
4600,2.359090238,0.055416656,0.055416656
4601,2.319087955,0.051800625,0.051800625
4602,2.284963861,0.050068315,0.050068315
4603,2.273189106,0.046721567,0.046721567
4604,2.265119131,0.059193117,0.059193117
4605,2.273304959,0.057996379,0.057996379
4606,2.239674129,0.062629073,0.062629073
4607,2.231283357,0.06485516,0.06485516
4608,2.069191718,0.068588068,0.068588068
4609,2.229630564,0.074708733,0.074708733
4610,2.307177443,0.078329025,0.078329025
4611,2.348127187,0.083002872,0.083002872
4612,2.615110438,0.105446455,0.105446455
4613,2.672363813,0.099863384,0.099863384
4614,2.636304911,0.10186205,0.10186205
4615,2.49298874,0.100886924,0.100886924
4616,2.464932497,0.094953301,0.094953301
4617,2.474166929,0.092988776,0.092988776
4618,2.41889226,0.094956453,0.094956453
4619,2.410605149,0.091159635,0.091159635
4620,2.396852832,0.093309249,0.093309249
4621,2.396526408,0.087313156,0.087313156
4622,2.31709342,0.086256808,0.086256808
4623,2.32585529,0.082199285,0.082199285
4624,2.313878105,0.082176224,0.082176224
4625,2.339978131,0.079317908,0.079317908
4626,2.292539051,0.075606149,0.075606149
4627,2.265308389,0.07382728,0.07382728
4628,2.241390447,0.072269445,0.072269445
4629,2.20584799,0.068778746,0.068778746
4630,2.186502633,0.069944438,0.069944438
4631,2.114170349,0.068357355,0.068357355
4632,2.13247341,0.063890959,0.063890959
4633,2.018621793,0.062697996,0.062697996
4634,2.026403388,0.063906965,0.063906965
4635,2.055623581,0.065311783,0.065311783
4636,2.036272104,0.059645416,0.059645416
4637,2.027024412,0.059792363,0.059792363
4638,2.121724642,0.064187771,0.064187771
4639,2.241553649,0.070355307,0.070355307
4640,2.313884178,0.079974732,0.079974732
4641,2.396271973,0.079725227,0.079725227
4642,2.415333744,0.087484451,0.087484451
4643,2.459030245,0.088299479,0.088299479
4644,2.496518499,0.090951889,0.090951889
4645,2.493587461,0.09737564,0.09737564
4646,2.451012731,0.093906381,0.093906381
4647,2.465806474,0.096478274,0.096478274
4648,2.419548098,0.100899715,0.100899715
4649,2.353400786,0.098878107,0.098878107
4650,2.320032804,0.100800053,0.100800053
4651,2.318889216,0.097489503,0.097489503
4652,2.163298478,0.0927551,0.0927551
4653,2.173771503,0.085730051,0.085730051
4654,2.169330711,0.088966361,0.088966361
4655,2.135296536,0.089486184,0.089486184
4656,2.318952615,0.100240813,0.100240813
4657,2.500880263,0.101156782,0.101156782
4658,2.446264106,0.101491264,0.101491264
4659,2.407524923,0.09930867,0.09930867
4660,2.381372607,0.102359848,0.102359848
4661,2.411066553,0.103303721,0.103303721
4662,2.331396604,0.101264063,0.101264063
4663,2.216707919,0.102658783,0.102658783
4664,2.104464237,0.103924659,0.103924659
4665,2.040047366,0.109476276,0.109476276
4666,2.050925043,0.113139106,0.113139106
4667,2.036845751,0.100316135,0.100316135
4668,2.061716885,0.097566913,0.097566913
4669,1.916371876,0.096386213,0.096386213
4670,1.833760137,0.091553748,0.091553748
4671,1.850859752,0.095039903,0.095039903
4672,1.831378684,0.089872393,0.089872393
4673,1.844096769,0.090229572,0.090229572
4674,1.843771118,0.08746786,0.08746786
4675,1.853305262,0.092821087,0.092821087
4676,1.834669949,0.092763265,0.092763265
4677,1.857889307,0.097636395,0.097636395
4678,1.858788931,0.097207413,0.097207413
4679,1.821611355,0.092251384,0.092251384
4680,1.835843663,0.095025389,0.095025389
4681,1.837315343,0.095404172,0.095404172
4682,1.830337239,0.093611282,0.093611282
4683,1.783233918,0.086950384,0.086950384
4684,1.791847752,0.08902622,0.08902622
4685,1.799429599,0.092048196,0.092048196
4686,1.82524444,0.094027581,0.094027581
4687,1.875966087,0.101465259,0.101465259
4688,2.006428043,0.102623997,0.102623997
4689,2.107136234,0.108624567,0.108624567
4690,2.12813594,0.10253906,0.10253906
4691,2.065427971,0.101610021,0.101610021
4692,2.102017469,0.103831836,0.103831836
4693,2.132322271,0.099917213,0.099917213
4694,2.178911445,0.098982258,0.098982258
4695,2.158298053,0.093196555,0.093196555
4696,2.085537843,0.089840418,0.089840418
4697,1.992765469,0.082488481,0.082488481
4698,1.876654794,0.079850553,0.079850553
4699,1.812293575,0.071954898,0.071954898
4700,1.817105964,0.074630915,0.074630915
4701,1.829466504,0.07219894,0.07219894
4702,1.790488251,0.066860778,0.066860778
4703,1.769048091,0.063377039,0.063377039
4704,1.809064219,0.070739732,0.070739732
4705,1.826306898,0.0704852,0.0704852
4706,1.837756141,0.07542337,0.07542337
4707,1.7931248,0.070880926,0.070880926
4708,1.726552722,0.06838641,0.06838641
4709,1.761948544,0.073369121,0.073369121
4710,1.781543485,0.077362403,0.077362403
4711,1.794198037,0.081896841,0.081896841
4712,1.783402211,0.082918148,0.082918148
4713,1.779261274,0.085019312,0.085019312
4714,1.810476891,0.090170499,0.090170499
4715,1.876054427,0.100910204,0.100910204
4716,1.906632053,0.110570554,0.110570554
4717,1.835835676,0.100446911,0.100446911
4718,1.796476091,0.094376777,0.094376777
4719,1.704883771,0.081227889,0.081227889
4720,1.68888324,0.079154474,0.079154474
4721,1.659768638,0.073956887,0.073956887
4722,1.632443994,0.069840916,0.069840916
4723,1.61925965,0.067789111,0.067789111
4724,1.573932739,0.058731017,0.058731017
4725,1.564067366,0.05621,0.05621
4726,1.627419386,0.062330273,0.062330273
4727,1.631868019,0.062340787,0.062340787
4728,1.667481171,0.064611876,0.064611876
4729,1.650597232,0.061259723,0.061259723
4730,1.807142388,0.06916504,0.06916504
4731,1.995274151,0.073386328,0.073386328
4732,2.108605139,0.073206728,0.073206728
4733,2.216205624,0.086160011,0.086160011
4734,2.271945345,0.088300179,0.088300179
4735,2.356114832,0.091339741,0.091339741
4736,2.286792825,0.1039591,0.1039591
4737,2.011890534,0.107160576,0.107160576
4738,1.957179441,0.111328978,0.111328978
4739,1.817634248,0.101134745,0.101134745
4740,1.826721852,0.103362653,0.103362653
4741,1.802827609,0.098235531,0.098235531
4742,1.7903563,0.097625743,0.097625743
4743,1.858872281,0.105998043,0.105998043
4744,1.847442495,0.104140446,0.104140446
4745,1.807503222,0.097985496,0.097985496
4746,1.794151668,0.092798024,0.092798024
4747,1.76670432,0.085738353,0.085738353
4748,1.781926301,0.077146042,0.077146042
4749,1.785271081,0.072470671,0.072470671
4750,1.760412216,0.067816308,0.067816308
4751,1.880394993,0.065731672,0.065731672
4752,1.806357782,0.063093301,0.063093301
4753,1.909475118,0.06075499,0.06075499
4754,1.946449116,0.064689082,0.064689082
4755,1.891309118,0.059336909,0.059336909
4756,2.083361874,0.063018067,0.063018067
4757,1.989963983,0.062000501,0.062000501
4758,2.03490307,0.07085428,0.07085428
4759,2.009762598,0.069789823,0.069789823
4760,2.045681674,0.066749114,0.066749114
4761,2.143257329,0.073922068,0.073922068
4762,2.271425303,0.080747147,0.080747147
4763,2.331852514,0.081151764,0.081151764
4764,2.319687158,0.083597474,0.083597474
4765,2.263518538,0.082493542,0.082493542
4766,2.123816107,0.081632218,0.081632218
4767,2.036149758,0.0802079,0.0802079
4768,1.929549882,0.07602167,0.07602167
4769,1.828908742,0.060283214,0.060283214
4770,1.798049951,0.056309253,0.056309253
4771,1.735794943,0.047234698,0.047234698
4772,1.661197301,0.046753588,0.046753588
4773,1.687668694,0.042236252,0.042236252
4774,1.749633262,0.042396299,0.042396299
4775,1.767695671,0.041507665,0.041507665
4776,1.757703661,0.046527778,0.046527778
4777,1.733424223,0.044238776,0.044238776
4778,1.833590905,0.048432661,0.048432661
4779,1.899071362,0.048205637,0.048205637
4780,1.982016966,0.050942065,0.050942065
4781,2.084325092,0.056473569,0.056473569
4782,2.134347656,0.06393357,0.06393357
4783,2.168619836,0.067928513,0.067928513
4784,2.198268648,0.072448513,0.072448513
4785,2.31193209,0.078428896,0.078428896
4786,2.308567598,0.08353979,0.08353979
4787,2.344933664,0.089101419,0.089101419
4788,2.429671848,0.092709746,0.092709746
4789,2.449399252,0.091559062,0.091559062
4790,2.440363545,0.091989653,0.091989653
4791,2.408258128,0.086800093,0.086800093
4792,2.499159474,0.084328632,0.084328632
4793,2.470845049,0.07807866,0.07807866
4794,2.512859289,0.076625776,0.076625776
4795,2.441326224,0.070655801,0.070655801
4796,2.300808755,0.071748959,0.071748959
4797,2.191089656,0.07148951,0.07148951
4798,2.172704421,0.070742556,0.070742556
4799,2.170344969,0.067943908,0.067943908
4800,2.08422624,0.065220986,0.065220986
4801,2.118178282,0.067450692,0.067450692
4802,2.14352735,0.069137252,0.069137252
4803,2.157242268,0.068139771,0.068139771
4804,2.264663555,0.084980754,0.084980754
4805,2.367382127,0.08768083,0.08768083
4806,2.38221134,0.087478757,0.087478757
4807,2.366813908,0.091192807,0.091192807
4808,2.401527443,0.08818969,0.08818969
4809,2.499973359,0.087264999,0.087264999
4810,2.524582626,0.091319455,0.091319455
4811,2.305981753,0.076650322,0.076650322
4812,2.260898195,0.089653394,0.089653394
4813,2.173797884,0.094073314,0.094073314
4814,2.137918426,0.089351478,0.089351478
4815,2.083790937,0.086408731,0.086408731
4816,2.072698811,0.083705997,0.083705997
4817,2.04240211,0.076891904,0.076891904
4818,1.974587869,0.073245929,0.073245929
4819,1.881085519,0.06888531,0.06888531
4820,1.828506396,0.066048301,0.066048301
4821,1.798594145,0.060983993,0.060983993
4822,1.829017176,0.066747482,0.066747482
4823,1.785944126,0.061883946,0.061883946
4824,1.735688775,0.061837697,0.061837697
4825,1.686129853,0.06309335,0.06309335
4826,1.671227593,0.061822405,0.061822405
4827,1.669428279,0.062817787,0.062817787
4828,1.723978908,0.068603972,0.068603972
4829,1.749103131,0.070364958,0.070364958
4830,1.747335717,0.069893418,0.069893418
4831,1.76366603,0.07229819,0.07229819
4832,1.760846222,0.074030374,0.074030374
4833,1.810595123,0.081868938,0.081868938
4834,1.953992164,0.088983932,0.088983932
4835,2.022122046,0.091573135,0.091573135
4836,2.11806448,0.087748761,0.087748761
4837,2.060462618,0.085019237,0.085019237
4838,2.060569798,0.087239303,0.087239303
4839,2.049928269,0.087797959,0.087797959
4840,2.06366492,0.084419523,0.084419523
4841,2.091171444,0.085875665,0.085875665
4842,2.028904283,0.08043873,0.08043873
4843,2.019593327,0.081091976,0.081091976
4844,1.929254067,0.080659515,0.080659515
4845,1.876791573,0.074791069,0.074791069
4846,1.900463055,0.075486275,0.075486275
4847,1.908186691,0.075744627,0.075744627
4848,1.776265959,0.062997965,0.062997965
4849,1.784099105,0.066597795,0.066597795
4850,1.718388268,0.059381201,0.059381201
4851,1.664475268,0.053867587,0.053867587
4852,1.602697763,0.045209043,0.045209043
4853,1.599490977,0.043497576,0.043497576
4854,1.613487152,0.044128254,0.044128254
4855,1.60022459,0.040814373,0.040814373
4856,1.655055748,0.045967189,0.045967189
4857,1.711959817,0.050750281,0.050750281
4858,1.865194864,0.062599197,0.062599197
4859,1.849450589,0.065423087,0.065423087
4860,1.964964004,0.075773329,0.075773329
4861,1.893391062,0.078384619,0.078384619
4862,1.839109398,0.081579597,0.081579597
4863,1.733130047,0.070609036,0.070609036
4864,1.566451184,0.053264779,0.053264779
4865,1.540886446,0.051013701,0.051013701
4866,1.588022554,0.055763122,0.055763122
4867,1.554676135,0.052513515,0.052513515
4868,1.547975032,0.051944474,0.051944474
4869,1.535503535,0.05030916,0.05030916
4870,1.55322192,0.052588554,0.052588554
4871,1.624531271,0.059384088,0.059384088
4872,1.599392453,0.055173278,0.055173278
4873,1.671229429,0.061515093,0.061515093
4874,1.632769853,0.05607239,0.05607239
4875,1.627924698,0.053873369,0.053873369
4876,1.619537491,0.05174687,0.05174687
4877,1.581289873,0.048191495,0.048191495
4878,1.597041181,0.049269099,0.049269099
4879,1.610789209,0.051333164,0.051333164
4880,1.662281217,0.057666077,0.057666077
4881,1.637882974,0.056189599,0.056189599
4882,1.656420895,0.060288632,0.060288632
4883,1.670609231,0.060819931,0.060819931
4884,1.742454103,0.069864842,0.069864842
4885,1.713381124,0.068079686,0.068079686
4886,1.716753241,0.067358366,0.067358366
4887,1.721772185,0.068856167,0.068856167
4888,1.677715425,0.063350991,0.063350991
4889,1.654377038,0.059704913,0.059704913
4890,1.684165921,0.061188939,0.061188939
4891,1.734365211,0.064467842,0.064467842
4892,1.85032556,0.076042363,0.076042363
4893,1.822943682,0.070553697,0.070553697
4894,1.986704073,0.070741442,0.070741442
4895,1.99993777,0.070463581,0.070463581
4896,1.749346677,0.062171916,0.062171916
4897,1.778713161,0.063657677,0.063657677
4898,1.843190903,0.062147451,0.062147451
4899,1.828395487,0.060117447,0.060117447
4900,2.140207554,0.060904474,0.060904474
4901,2.215187662,0.062095226,0.062095226
4902,2.258805249,0.059177751,0.059177751
4903,2.271542014,0.05695546,0.05695546
4904,2.325641075,0.059279112,0.059279112
4905,2.389060859,0.060079501,0.060079501
4906,2.409445627,0.071345733,0.071345733
4907,2.293082168,0.073913161,0.073913161
4908,2.253191944,0.073272617,0.073272617
4909,2.223713161,0.076129714,0.076129714
4910,2.227940564,0.073461671,0.073461671
4911,2.199808932,0.070367859,0.070367859
4912,2.154551633,0.06720673,0.06720673
4913,2.106499784,0.069193189,0.069193189
4914,2.144861298,0.065815365,0.065815365
4915,2.079676914,0.063170963,0.063170963
4916,2.047152554,0.061341871,0.061341871
4917,2.055405879,0.062918822,0.062918822
4918,2.112533643,0.059838481,0.059838481
4919,2.170347101,0.061158,0.061158
4920,2.168848968,0.059598163,0.059598163
4921,2.109111407,0.056477411,0.056477411
4922,2.163216327,0.058448653,0.058448653
4923,2.250729951,0.058832333,0.058832333
4924,2.224104795,0.060015905,0.060015905
4925,2.19942625,0.063979779,0.063979779
4926,2.251430229,0.067137906,0.067137906
4927,2.223208532,0.068453291,0.068453291
4928,2.263354056,0.071695867,0.071695867
4929,2.259138533,0.075743004,0.075743004
4930,2.361924944,0.083173423,0.083173423
4931,2.423704214,0.088944404,0.088944404
4932,2.485454755,0.097098834,0.097098834
4933,2.489836431,0.098978381,0.098978381
4934,2.47409192,0.097413423,0.097413423
4935,2.428934833,0.089482591,0.089482591
4936,2.470567906,0.09201116,0.09201116
4937,2.466673299,0.090259803,0.090259803
4938,2.431902561,0.084886591,0.084886591
4939,2.40226031,0.084134012,0.084134012
4940,2.371874247,0.083378495,0.083378495
4941,2.302185726,0.075466632,0.075466632
4942,2.270762388,0.069825902,0.069825902
4943,2.156114433,0.065418799,0.065418799
4944,2.151477678,0.072225094,0.072225094
4945,2.125434795,0.074392326,0.074392326
4946,2.159250154,0.076743803,0.076743803
4947,2.078356532,0.07899894,0.07899894
4948,1.979325628,0.080458682,0.080458682
4949,1.97232787,0.074809494,0.074809494
4950,1.921056591,0.076463936,0.076463936
4951,1.970051354,0.074645544,0.074645544
4952,2.034693564,0.072227776,0.072227776
4953,2.124919605,0.060510358,0.060510358
4954,2.097093822,0.062270567,0.062270567
4955,2.124800466,0.057491925,0.057491925
4956,2.144980323,0.068536041,0.068536041
4957,2.177385542,0.078634437,0.078634437
4958,2.200639161,0.080389743,0.080389743
4959,2.147579792,0.075404833,0.075404833
4960,2.06168443,0.072288462,0.072288462
4961,2.091160819,0.072174234,0.072174234
4962,2.018436484,0.072268768,0.072268768
4963,2.006124166,0.06747917,0.06747917
4964,2.073174921,0.069573805,0.069573805
4965,1.973087028,0.067552882,0.067552882
4966,1.875653685,0.067749092,0.067749092
4967,1.920316608,0.072265069,0.072265069
4968,1.980035263,0.071405305,0.071405305
4969,2.070365428,0.069981218,0.069981218
4970,2.132429595,0.068247578,0.068247578
4971,2.062436267,0.073971855,0.073971855
4972,2.002545501,0.074289621,0.074289621
4973,2.023751583,0.075213925,0.075213925
4974,2.057493236,0.0744275,0.0744275
4975,2.162900202,0.082277392,0.082277392
4976,2.179534601,0.091391132,0.091391132
4977,2.284511623,0.092637784,0.092637784
4978,2.370220703,0.097031054,0.097031054
4979,2.307576765,0.095456996,0.095456996
4980,2.284516108,0.089479626,0.089479626
4981,2.34032127,0.093460223,0.093460223
4982,2.37164545,0.09496492,0.09496492
4983,2.453369827,0.098689686,0.098689686
4984,2.418297481,0.101918267,0.101918267
4985,2.495645035,0.09700289,0.09700289
4986,2.515846988,0.095202547,0.095202547
4987,2.491577722,0.093981805,0.093981805
4988,2.464742518,0.079698609,0.079698609
4989,2.386105475,0.076925974,0.076925974
4990,2.355883454,0.074648286,0.074648286
4991,2.374491734,0.073458098,0.073458098
4992,2.51900187,0.085475979,0.085475979
4993,2.541604759,0.089411045,0.089411045
4994,2.528903812,0.08883766,0.08883766
4995,2.594423724,0.094033908,0.094033908
4996,2.764994103,0.099090757,0.099090757
4997,2.779991636,0.09192495,0.09192495
4998,2.752376605,0.09130196,0.09130196
4999,2.77540284,0.086246464,0.086246464
5000,2.807520877,0.090435991,0.090435991
5001,2.802231343,0.0919277,0.0919277
5002,2.768565537,0.086634087,0.086634087
5003,2.694752411,0.075845909,0.075845909
5004,2.696794948,0.07522217,0.07522217
5005,2.584628368,0.075900006,0.075900006
5006,2.481448978,0.075330491,0.075330491
5007,2.404313322,0.068922152,0.068922152
5008,2.285589122,0.072060144,0.072060144
5009,2.211902136,0.07166774,0.07166774
5010,2.194898416,0.070476742,0.070476742
5011,2.15144337,0.072318561,0.072318561
5012,2.146346847,0.075406237,0.075406237
5013,2.126025049,0.081865171,0.081865171
5014,2.115853996,0.078048869,0.078048869
5015,2.138523161,0.083923704,0.083923704
5016,2.140671009,0.081325613,0.081325613
5017,2.150359097,0.079735977,0.079735977
5018,2.161603146,0.077651487,0.077651487
5019,2.13335539,0.065265492,0.065265492
5020,2.128741843,0.067753561,0.067753561
5021,2.173615544,0.066608743,0.066608743
5022,2.276370113,0.069623822,0.069623822
5023,2.349976956,0.079112365,0.079112365
5024,2.433837194,0.0793199,0.0793199
5025,2.510941602,0.082554172,0.082554172
5026,2.549969894,0.088770515,0.088770515
5027,2.604064553,0.089571226,0.089571226
5028,2.661699689,0.088764333,0.088764333
5029,2.690238963,0.089305105,0.089305105
5030,2.737050228,0.088745278,0.088745278
5031,2.708082661,0.088513694,0.088513694
5032,2.71991076,0.081697359,0.081697359
5033,2.737721372,0.075820508,0.075820508
5034,2.760594592,0.076350164,0.076350164
5035,2.76779109,0.070684218,0.070684218
5036,2.71207849,0.076178908,0.076178908
5037,2.730087795,0.075719017,0.075719017
5038,2.698503448,0.078898653,0.078898653
5039,2.739016729,0.080223735,0.080223735
5040,2.806512898,0.079349402,0.079349402
5041,2.79243911,0.084961024,0.084961024
5042,2.748141574,0.087429612,0.087429612
5043,2.744104376,0.0896675,0.0896675
5044,2.710983413,0.084513597,0.084513597
5045,2.710558406,0.087099982,0.087099982
5046,2.672884187,0.085238001,0.085238001
5047,2.620195808,0.090221108,0.090221108
5048,2.66149886,0.107483604,0.107483604
5049,2.629871087,0.108293465,0.108293465
5050,2.661302089,0.11516157,0.11516157
5051,2.669451188,0.111396711,0.111396711
5052,2.680557342,0.112042477,0.112042477
5053,2.675653888,0.110085593,0.110085593
5054,2.647683624,0.105549057,0.105549057
5055,2.588851674,0.102446382,0.102446382
5056,2.583787305,0.096878548,0.096878548
5057,2.57151862,0.093681728,0.093681728
5058,2.5654479,0.095851546,0.095851546
5059,2.571911549,0.087910066,0.087910066
5060,2.528236234,0.085704496,0.085704496
5061,2.536956332,0.083185919,0.083185919
5062,2.531582632,0.082468165,0.082468165
5063,2.49406209,0.080058513,0.080058513
5064,2.503614709,0.078034466,0.078034466
5065,2.483874237,0.079617757,0.079617757
5066,2.474611979,0.08284688,0.08284688
5067,2.456858745,0.085821114,0.085821114
5068,2.455600555,0.090715206,0.090715206
5069,2.489382279,0.098004724,0.098004724
5070,2.517360723,0.105343226,0.105343226
5071,2.578490578,0.111322302,0.111322302
5072,2.609778783,0.115687728,0.115687728
5073,2.615770763,0.120250736,0.120250736
5074,2.621703851,0.117530381,0.117530381
5075,2.655518527,0.118623465,0.118623465
5076,2.684940619,0.115887195,0.115887195
5077,2.698359873,0.118700832,0.118700832
5078,2.709567825,0.117544385,0.117544385
5079,2.699084735,0.117095005,0.117095005
5080,2.765584019,0.114767623,0.114767623
5081,2.756290959,0.110762248,0.110762248
5082,2.750478599,0.103149886,0.103149886
5083,2.705841881,0.09935761,0.09935761
5084,2.397932842,0.088130779,0.088130779
5085,2.332137107,0.086951378,0.086951378
5086,2.212219055,0.088710471,0.088710471
5087,2.069482781,0.085034069,0.085034069
5088,1.863005863,0.075545159,0.075545159
5089,1.834521151,0.075450638,0.075450638
5090,1.809796895,0.074330602,0.074330602
5091,1.819860641,0.075329744,0.075329744
5092,1.746538448,0.0672151,0.0672151
5093,1.712542478,0.062135167,0.062135167
5094,1.730835173,0.062089781,0.062089781
5095,1.775940345,0.066159279,0.066159279
5096,1.807058833,0.069728619,0.069728619
5097,1.82423562,0.072511157,0.072511157
5098,1.875578906,0.082148392,0.082148392
5099,1.969003975,0.095704366,0.095704366
5100,2.029586694,0.105143372,0.105143372
5101,2.024220976,0.108150175,0.108150175
5102,1.973045429,0.101548553,0.101548553
5103,1.875590948,0.090037827,0.090037827
5104,1.724413645,0.073644377,0.073644377
5105,1.684941678,0.071183413,0.071183413
5106,1.648409837,0.067771957,0.067771957
5107,1.603470689,0.06185377,0.06185377
5108,1.59637398,0.062381465,0.062381465
5109,1.5785427,0.060601025,0.060601025
5110,1.605658006,0.062376381,0.062376381
5111,1.625769304,0.066071728,0.066071728
5112,1.670659841,0.072324989,0.072324989
5113,1.64816692,0.070294497,0.070294497
5114,1.678051658,0.072779181,0.072779181
5115,1.672908182,0.07128061,0.07128061
5116,1.656713912,0.068725455,0.068725455
5117,1.621586909,0.063328343,0.063328343
5118,1.669130992,0.068376959,0.068376959
5119,1.752026215,0.079050184,0.079050184
5120,1.790699456,0.082840371,0.082840371
5121,1.864889369,0.091818865,0.091818865
5122,1.814354555,0.085082816,0.085082816
5123,1.84653631,0.089506183,0.089506183
5124,1.819953054,0.085797169,0.085797169
5125,1.857954246,0.090640789,0.090640789
5126,1.831964616,0.08805408,0.08805408
5127,1.812555752,0.088241804,0.088241804
5128,1.825938166,0.0912919,0.0912919
5129,1.773131574,0.083641662,0.083641662
5130,1.75056065,0.07891994,0.07891994
5131,1.778147303,0.080048653,0.080048653
5132,1.724506149,0.069610416,0.069610416
5133,1.756377498,0.069395209,0.069395209
5134,1.769621223,0.071283538,0.071283538
5135,1.727472097,0.06798419,0.06798419
5136,1.759651607,0.071698888,0.071698888
5137,1.793186725,0.075283576,0.075283576
5138,1.834128875,0.08101605,0.08101605
5139,1.897963128,0.0872994,0.0872994
5140,2.052727739,0.089691455,0.089691455
5141,2.199251605,0.080225735,0.080225735
5142,2.145175371,0.076073759,0.076073759
5143,2.244475073,0.07557099,0.07557099
5144,2.266035558,0.077174621,0.077174621
5145,2.238924286,0.075260049,0.075260049
5146,2.355346354,0.074998921,0.074998921
5147,2.340537076,0.076005728,0.076005728
5148,2.30702942,0.085672408,0.085672408
5149,2.232614844,0.083384746,0.083384746
5150,2.14334309,0.085253571,0.085253571
5151,2.059886226,0.082896094,0.082896094
5152,2.039256019,0.079707458,0.079707458
5153,2.068251106,0.076762967,0.076762967
5154,1.979721673,0.077717195,0.077717195
5155,1.844286445,0.071513816,0.071513816
5156,1.736607818,0.068259504,0.068259504
5157,1.651089707,0.067952054,0.067952054
5158,1.617536156,0.063040389,0.063040389
5159,1.607084609,0.061802184,0.061802184
5160,1.621064731,0.061446094,0.061446094
5161,1.590824461,0.058262659,0.058262659
5162,1.610769235,0.061025613,0.061025613
5163,1.619271587,0.062018049,0.062018049
5164,1.611449942,0.061089809,0.061089809
5165,1.586242356,0.057715346,0.057715346
5166,1.626821767,0.064952141,0.064952141
5167,1.649213999,0.067081499,0.067081499
5168,1.665294997,0.069802928,0.069802928
5169,1.76112796,0.082341745,0.082341745
5170,1.754804911,0.081419513,0.081419513
5171,1.775373945,0.08227646,0.08227646
5172,1.750566042,0.079254433,0.079254433
5173,1.774513741,0.08262113,0.08262113
5174,1.834833766,0.085334292,0.085334292
5175,1.966064686,0.085767336,0.085767336
5176,2.028129205,0.084699325,0.084699325
5177,1.932449164,0.082911579,0.082911579
5178,1.82699568,0.077266633,0.077266633
5179,1.74050736,0.07267303,0.07267303
5180,1.773169915,0.06263212,0.06263212
5181,1.857621315,0.062114618,0.062114618
5182,1.799473531,0.061492003,0.061492003
5183,1.809415891,0.057523746,0.057523746
5184,1.915982079,0.056698054,0.056698054
5185,2.008390854,0.0547823,0.0547823
5186,2.006947698,0.054342714,0.054342714
5187,1.919979919,0.056057576,0.056057576
5188,1.777283596,0.042475094,0.042475094
5189,1.770246294,0.048708494,0.048708494
5190,1.719892351,0.04554878,0.04554878
5191,1.668649205,0.039156136,0.039156136
5192,1.674978549,0.043440298,0.043440298
5193,1.77990073,0.056217328,0.056217328
5194,1.807344094,0.064398015,0.064398015
5195,1.852158001,0.07092677,0.07092677
5196,1.867612372,0.07507455,0.07507455
5197,1.859247653,0.075303059,0.075303059
5198,1.768003921,0.066079763,0.066079763
5199,1.71407391,0.060246905,0.060246905
5200,1.652740753,0.053117547,0.053117547
5201,1.67951743,0.056896747,0.056896747
5202,1.696858613,0.059302517,0.059302517
5203,1.689968144,0.058285116,0.058285116
5204,1.629225082,0.050448744,0.050448744
5205,1.577427422,0.044236293,0.044236293
5206,1.57837769,0.043712562,0.043712562
5207,1.602602708,0.046059156,0.046059156
5208,1.652397601,0.04941571,0.04941571
5209,1.611090299,0.04226425,0.04226425
5210,1.663120032,0.038148156,0.038148156
5211,1.80127774,0.041808195,0.041808195
5212,1.849895341,0.043619795,0.043619795
5213,1.846317954,0.049667418,0.049667418
5214,1.891348613,0.051562915,0.051562915
5215,2.059197324,0.052398473,0.052398473
5216,2.092802973,0.052660734,0.052660734
5217,2.213214196,0.061281015,0.061281015
5218,2.253407096,0.069053403,0.069053403
5219,2.388941824,0.076068395,0.076068395
5220,2.426004389,0.073525925,0.073525925
5221,2.344789685,0.069465433,0.069465433
5222,2.308904494,0.0691868,0.0691868
5223,2.468585688,0.071195601,0.071195601
5224,2.303834034,0.06891205,0.06891205
5225,2.370039054,0.066934797,0.066934797
5226,2.258115913,0.056560731,0.056560731
5227,2.223028797,0.053488003,0.053488003
5228,2.239172894,0.05592721,0.05592721
5229,2.179808179,0.058100909,0.058100909
5230,2.13337845,0.058806778,0.058806778
5231,2.086467525,0.062068303,0.062068303
5232,1.942131607,0.05786866,0.05786866
5233,2.112058502,0.062465911,0.062465911
5234,2.22038431,0.064029846,0.064029846
5235,2.167476904,0.070814702,0.070814702
5236,2.36045285,0.072453486,0.072453486
5237,2.384316089,0.070177237,0.070177237
5238,2.236296218,0.073820578,0.073820578
5239,2.235240328,0.076758395,0.076758395
5240,2.087581087,0.076061578,0.076061578
5241,2.175726381,0.06971802,0.06971802
5242,1.993919803,0.073658139,0.073658139
5243,2.124225423,0.070561802,0.070561802
5244,2.147106338,0.075218706,0.075218706
5245,1.990573479,0.069885185,0.069885185
5246,2.051102262,0.072442654,0.072442654
5247,2.01698926,0.077642632,0.077642632
5248,1.873964846,0.075439044,0.075439044
5249,1.769066338,0.075226032,0.075226032
5250,1.771036112,0.073967036,0.073967036
5251,1.77220371,0.070810772,0.070810772
5252,1.745223208,0.071158929,0.071158929
5253,1.666277721,0.063283162,0.063283162
5254,1.697778896,0.058504848,0.058504848
