timestep,Standard Tariff,7-Hour Off Peak Tariff,10-Hour Off Peak Tariff,Variable Time of Day Tariff
15568,25.16,29.8,35.01,20.86582657
15569,25.16,29.8,35.01,16.92948643
15570,25.16,29.8,35.01,27.58071489
15571,25.16,29.8,35.01,26.10103238
15572,25.16,29.8,35.01,21.26016893
15573,25.16,29.8,35.01,26.60599945
15574,25.16,29.8,35.01,15.81495371
15575,25.16,29.8,35.01,21.69173049
15576,25.16,29.8,35.01,20.06056216
15577,25.16,29.8,35.01,19.83919671
15578,25.16,29.8,35.01,19.83003391
15579,25.16,29.8,16.04,16.23490922
15580,25.16,29.8,16.04,10.19173192
15581,25.16,29.8,16.04,8.331821103
15582,25.16,29.8,16.04,21.30222919
15583,25.16,29.8,16.04,15.58110264
15584,25.16,29.8,16.04,20.7947391
15585,25.16,29.8,35.01,16.26234937
15586,25.16,29.8,35.01,12.56173778
15587,25.16,29.8,35.01,18.55666445
15588,25.16,29.8,35.01,22.11123932
15589,25.16,29.8,35.01,14.60396205
15590,25.16,29.8,35.01,13.95028261
15591,25.16,29.8,35.01,20.88609782
15592,25.16,29.8,35.01,16.77968598
15593,25.16,29.8,35.01,17.93274254
15594,25.16,29.8,35.01,13.09881068
15595,25.16,29.8,35.01,25.15350548
15596,25.16,29.8,35.01,12.7454212
15597,25.16,29.8,35.01,4.565755659
15598,25.16,29.8,35.01,13.25407889
15599,25.16,29.8,35.01,17.60369908
15600,25.16,14.6,16.04,9.945748694
15601,25.16,14.6,16.04,8.904735335
15602,25.16,14.6,16.04,13.28417199
15603,25.16,14.6,16.04,8.544480388
15604,25.16,14.6,16.04,18.69636923
15605,25.16,14.6,16.04,18.236744
15606,25.16,14.6,16.04,17.68264038
15607,25.16,14.6,16.04,12.7321738
15608,25.16,14.6,16.04,8.908835267
15609,25.16,14.6,16.04,8.424980531
15610,25.16,14.6,16.04,15.47695597
15611,25.16,14.6,16.04,20.50666384
15612,25.16,14.6,16.04,21.16157304
15613,25.16,14.6,16.04,27.86969254
15614,25.16,29.8,35.01,26.77865155
15615,25.16,29.8,35.01,24.68623552
15616,25.16,29.8,35.01,20.61542204
15617,25.16,29.8,35.01,16.72632074
15618,25.16,29.8,35.01,27.24972699
15619,25.16,29.8,35.01,25.78780171
15620,25.16,29.8,35.01,21.00503201
15621,25.16,29.8,35.01,26.28670883
15622,25.16,29.8,35.01,15.62516319
15623,25.16,29.8,35.01,21.43141454
15624,25.16,29.8,35.01,19.81982137
15625,25.16,29.8,35.01,19.60111246
15626,25.16,29.8,35.01,19.59205962
15627,25.16,29.8,16.04,16.04007894
15628,25.16,29.8,16.04,10.069424
15629,25.16,29.8,16.04,8.231833415
15630,25.16,29.8,16.04,21.04658753
15631,25.16,29.8,16.04,15.3941185
15632,25.16,29.8,16.04,20.54518766
15633,25.16,29.8,35.01,16.06718979
15634,25.16,29.8,35.01,12.41098813
15635,25.16,29.8,35.01,18.33397148
15636,25.16,29.8,35.01,21.84588896
15637,25.16,29.8,35.01,14.42870428
15638,25.16,29.8,35.01,13.78286945
15639,25.16,29.8,35.01,20.63545002
15640,25.16,29.8,35.01,16.578318
15641,25.16,29.8,35.01,17.71753707
15642,25.16,29.8,35.01,12.94161578
15643,25.16,29.8,35.01,24.8516458
15644,25.16,29.8,35.01,12.62265256
15645,25.16,29.8,35.01,4.521776605
15646,25.16,29.8,35.01,13.12641068
15647,25.16,29.8,35.01,17.43413372
15648,25.16,14.6,16.04,10.18923664
15649,25.16,14.6,16.04,9.122737594
15650,25.16,14.6,16.04,13.6093899
15651,25.16,14.6,16.04,8.753663026
15652,25.16,14.6,16.04,19.15408645
15653,25.16,14.6,16.04,18.68320886
15654,25.16,14.6,16.04,18.11553988
15655,25.16,14.6,16.04,13.04387792
15656,25.16,14.6,16.04,9.126937899
15657,25.16,14.6,16.04,8.63123762
15658,25.16,14.6,16.04,15.85585678
15659,25.16,14.6,16.04,21.00869999
15660,25.16,14.6,16.04,21.80856829
15661,25.16,14.6,16.04,28.72178226
15662,25.16,29.8,35.01,27.59738371
15663,25.16,29.8,35.01,25.44099402
15664,25.16,29.8,35.01,21.24571923
15665,25.16,29.8,35.01,17.23771231
15666,25.16,29.8,35.01,28.08286184
15667,25.16,29.8,35.01,26.57623956
15668,25.16,29.8,35.01,21.64724117
15669,25.16,29.8,35.01,27.0904003
15670,25.16,29.8,35.01,16.1028879
15671,25.16,29.8,35.01,22.08665994
15672,25.16,29.8,35.01,20.42579382
15673,25.16,29.8,35.01,20.20039809
15674,25.16,29.8,35.01,20.19106847
15675,25.16,29.8,16.04,16.53048931
15676,25.16,29.8,16.04,10.37728719
15677,25.16,29.8,16.04,8.483514002
15678,25.16,29.8,16.04,21.6900672
15679,25.16,29.8,16.04,15.86477923
15680,25.16,29.8,16.04,21.17333751
15681,25.16,29.8,35.01,16.55842905
15682,25.16,29.8,35.01,12.79044246
15683,25.16,29.8,35.01,18.89451546
15684,25.16,29.8,35.01,22.51380653
15685,25.16,29.8,35.01,14.86984838
15686,25.16,29.8,35.01,14.20426776
15687,25.16,29.8,35.01,21.26635955
15688,25.16,29.8,35.01,17.08518453
15689,25.16,29.8,35.01,18.25923415
15690,25.16,29.8,35.01,13.33729355
15691,25.16,29.8,35.01,25.61146157
15692,25.16,29.8,35.01,12.93167542
15693,25.16,29.8,35.01,4.632476977
15694,25.16,29.8,35.01,13.44776634
15695,25.16,29.8,35.01,17.86094938
15696,25.16,14.6,16.04,10.375653
15697,25.16,14.6,16.04,9.289641908
15698,25.16,14.6,16.04,13.85837941
15699,25.16,14.6,16.04,8.913814965
15700,25.16,14.6,16.04,19.5045185
15701,25.16,14.6,16.04,19.02502601
15702,25.16,14.6,16.04,18.44697129
15703,25.16,14.6,16.04,13.28252114
15704,25.16,14.6,16.04,9.293919059
15705,25.16,14.6,16.04,8.789149735
15706,25.16,14.6,16.04,16.14594633
15707,25.16,14.6,16.04,21.39306298
15708,25.16,14.6,16.04,22.30391315
15709,25.16,14.6,16.04,29.37414912
15710,25.16,29.8,35.01,28.22421175
15711,25.16,29.8,35.01,26.01884331
15712,25.16,29.8,35.01,21.72827993
15713,25.16,29.8,35.01,17.62923788
15714,25.16,29.8,35.01,28.7207167
15715,25.16,29.8,35.01,27.17987404
15716,25.16,29.8,35.01,22.13892175
15717,25.16,29.8,35.01,27.70571307
15718,25.16,29.8,35.01,16.46863785
15719,25.16,29.8,35.01,22.58832118
15720,25.16,29.8,35.01,20.88973129
15721,25.16,29.8,35.01,20.65921607
15722,25.16,29.8,35.01,20.64967455
15723,25.16,29.8,16.04,16.9059515
15724,25.16,29.8,16.04,10.61298978
15725,25.16,29.8,16.04,8.67620272
15726,25.16,29.8,16.04,22.18272051
15727,25.16,29.8,16.04,16.22512095
15728,25.16,29.8,16.04,21.65425417
15729,25.16,29.8,35.01,16.93452585
15730,25.16,29.8,35.01,13.08095579
15731,25.16,29.8,35.01,19.32367253
15732,25.16,29.8,35.01,23.02516969
15733,25.16,29.8,35.01,15.20759192
15734,25.16,29.8,35.01,14.52689375
15735,25.16,29.8,35.01,21.74938905
15736,25.16,29.8,35.01,17.47324569
15737,25.16,29.8,35.01,18.67396187
15738,25.16,29.8,35.01,13.64022768
15739,25.16,29.8,35.01,26.19318274
15740,25.16,29.8,35.01,13.16826585
15741,25.16,29.8,35.01,4.717230088
15742,25.16,29.8,35.01,13.69379887
15743,25.16,29.8,35.01,18.18772295
15744,25.16,14.6,16.04,10.23535763
15745,25.16,14.6,16.04,9.164031139
15746,25.16,14.6,16.04,13.67099202
15747,25.16,14.6,16.04,8.793285976
15748,25.16,14.6,16.04,19.24078632
15749,25.16,14.6,16.04,18.76777732
15750,25.16,14.6,16.04,18.19753883
15751,25.16,14.6,16.04,13.10292028
15752,25.16,14.6,16.04,9.168250455
15753,25.16,14.6,16.04,8.670306418
15754,25.16,14.6,16.04,15.92762739
15755,25.16,14.6,16.04,21.10379466
15756,25.16,14.6,16.04,21.93112082
15757,25.16,14.6,16.04,28.88318336
15758,25.16,29.8,35.01,27.75246629
15759,25.16,29.8,35.01,25.58395884
15760,25.16,29.8,35.01,21.36510885
15761,25.16,29.8,35.01,17.33457906
15762,25.16,29.8,35.01,28.24067255
15763,25.16,29.8,35.01,26.72558386
15764,25.16,29.8,35.01,21.76888712
15765,25.16,29.8,35.01,27.2426339
15766,25.16,29.8,35.01,16.19337754
15767,25.16,29.8,35.01,22.21077519
15768,25.16,29.8,35.01,20.54057589
15769,25.16,29.8,35.01,20.31391355
15770,25.16,29.8,35.01,20.3045315
15771,25.16,29.8,16.04,16.62338184
15772,25.16,29.8,16.04,10.43560201
15773,25.16,29.8,16.04,8.531186827
15774,25.16,29.8,16.04,21.81195381
15775,25.16,29.8,16.04,15.95393083
15776,25.16,29.8,16.04,21.29232038
15777,25.16,29.8,35.01,16.65147859
15778,25.16,29.8,35.01,12.86231792
15779,25.16,29.8,35.01,19.00069257
15780,25.16,29.8,35.01,22.64032212
15781,25.16,29.8,35.01,14.953409
15782,25.16,29.8,35.01,14.28408817
15783,25.16,29.8,35.01,21.38586515
15784,25.16,29.8,35.01,17.18119415
15785,25.16,29.8,35.01,18.36184131
15786,25.16,29.8,35.01,13.41224203
15787,25.16,29.8,35.01,25.75538433
15788,25.16,29.8,35.01,12.9902099
15789,25.16,29.8,35.01,4.653445616
15790,25.16,29.8,35.01,13.50863688
15791,25.16,29.8,35.01,17.94179594
15792,25.16,14.6,16.04,9.917889628
15793,25.16,14.6,16.04,8.879792255
15794,25.16,14.6,16.04,13.24696165
15795,25.16,14.6,16.04,8.520546419
15796,25.16,14.6,16.04,18.64399877
15797,25.16,14.6,16.04,18.185661
15798,25.16,14.6,16.04,17.63310948
15799,25.16,14.6,16.04,12.69650967
15800,25.16,14.6,16.04,8.883880702
15801,25.16,14.6,16.04,8.401381293
15802,25.16,14.6,16.04,15.43360343
15803,25.16,14.6,16.04,20.44922257
15804,25.16,14.6,16.04,21.08754604
15805,25.16,14.6,16.04,27.77219932
15806,25.16,29.8,35.01,26.68497499
15807,25.16,29.8,35.01,24.59987861
15808,25.16,29.8,35.01,20.54330557
15809,25.16,29.8,35.01,16.66780904
15810,25.16,29.8,35.01,27.15440252
15811,25.16,29.8,35.01,25.69759132
15812,25.16,29.8,35.01,20.93155261
15813,25.16,29.8,35.01,26.19475317
15814,25.16,29.8,35.01,15.57050354
15815,25.16,29.8,35.01,21.35644358
15816,25.16,29.8,35.01,19.75048805
15817,25.16,29.8,35.01,19.53254422
15818,25.16,29.8,35.01,19.52352305
15819,25.16,29.8,16.04,15.98396784
15820,25.16,29.8,16.04,10.03419933
15821,25.16,29.8,16.04,8.203036974
15822,25.16,29.8,16.04,20.97296276
15823,25.16,29.8,16.04,15.34026709
15824,25.16,29.8,16.04,20.47331688
15825,25.16,29.8,35.01,16.01098385
15826,25.16,29.8,35.01,12.36757225
15827,25.16,29.8,35.01,18.26983593
15828,25.16,29.8,35.01,21.76946809
15829,25.16,29.8,35.01,14.37823007
15830,25.16,29.8,35.01,13.73465448
15831,25.16,29.8,35.01,20.56326348
15832,25.16,29.8,35.01,16.52032405
15833,25.16,29.8,35.01,17.65555792
15834,25.16,29.8,35.01,12.89634367
15835,25.16,29.8,35.01,24.76471026
15836,25.16,29.8,35.01,12.58729522
15837,25.16,29.8,35.01,4.509110643
15838,25.16,29.8,35.01,13.08964225
15839,25.16,29.8,35.01,17.38529891
15840,25.16,14.6,16.04,9.778082495
15841,25.16,14.6,16.04,8.754618619
15842,25.16,14.6,16.04,13.06022639
15843,25.16,14.6,16.04,8.400436878
15844,25.16,14.6,16.04,18.38118439
15845,25.16,14.6,16.04,17.92930756
15846,25.16,14.6,16.04,17.38454506
15847,25.16,14.6,16.04,12.51753383
15848,25.16,14.6,16.04,8.758649434
15849,25.16,14.6,16.04,8.282951559
15850,25.16,14.6,16.04,15.21604425
15851,25.16,14.6,16.04,20.16096092
15852,25.16,14.6,16.04,20.71605104
15853,25.16,14.6,16.04,27.28294216
15854,25.16,29.8,35.01,26.21487123
15855,25.16,29.8,35.01,24.16650757
15856,25.16,29.8,35.01,20.18139835
15857,25.16,29.8,35.01,16.37417565
15858,25.16,29.8,35.01,26.67602896
15859,25.16,29.8,35.01,25.2448821
15860,25.16,29.8,35.01,20.56280572
15861,25.16,29.8,35.01,25.73328555
15862,25.16,29.8,35.01,15.29620116
15863,25.16,29.8,35.01,20.98021147
15864,25.16,29.8,35.01,19.40254774
15865,25.16,29.8,35.01,19.18844338
15866,25.16,29.8,35.01,19.17958113
15867,25.16,29.8,16.04,15.70238154
15868,25.16,29.8,16.04,9.857428891
15869,25.16,29.8,16.04,8.058525747
15870,25.16,29.8,16.04,20.60348636
15871,25.16,29.8,16.04,15.07002073
15872,25.16,29.8,16.04,20.11264264
15873,25.16,29.8,35.01,15.72892162
15874,25.16,29.8,35.01,12.14969526
15875,25.16,29.8,35.01,17.94797996
15876,25.16,29.8,35.01,21.38595982
15877,25.16,29.8,35.01,14.12493172
15878,25.16,29.8,35.01,13.49269388
15879,25.16,29.8,35.01,20.20100467
15880,25.16,29.8,35.01,16.22928887
15881,25.16,29.8,35.01,17.34452356
15882,25.16,29.8,35.01,12.66915142
15883,25.16,29.8,35.01,24.32843541
15884,25.16,29.8,35.01,12.40985891
15885,25.16,29.8,35.01,4.445548145
15886,25.16,29.8,35.01,12.90512463
15887,25.16,29.8,35.01,17.14022774
15888,25.16,14.6,16.04,10.01777442
15889,25.16,14.6,16.04,8.969222183
15890,25.16,14.6,16.04,13.3803741
15891,25.16,14.6,16.04,8.60635832
15892,25.16,14.6,16.04,18.83176572
15893,25.16,14.6,16.04,18.36881195
15894,25.16,14.6,16.04,17.81069558
15895,25.16,14.6,16.04,12.82437842
15896,25.16,14.6,16.04,8.973351806
15897,25.16,14.6,16.04,8.485993062
15898,25.16,14.6,16.04,15.58903792
15899,25.16,14.6,16.04,20.65517024
15900,25.16,14.6,16.04,21.35295952
15901,25.16,14.6,16.04,28.12174764
15902,25.16,29.8,35.01,27.02083921
15903,25.16,29.8,35.01,24.90949925
15904,25.16,29.8,35.01,20.80186909
15905,25.16,29.8,35.01,16.87759454
15906,25.16,29.8,35.01,27.49617508
15907,25.16,29.8,35.01,26.02102806
15908,25.16,29.8,35.01,21.19500272
15909,25.16,29.8,35.01,26.52444733
15910,25.16,29.8,35.01,15.76647806
15911,25.16,29.8,35.01,21.62524148
15912,25.16,29.8,35.01,19.99907297
15913,25.16,29.8,35.01,19.77838604
15914,25.16,29.8,35.01,19.76925133
15915,25.16,29.8,16.04,16.18514633
15916,25.16,29.8,16.04,10.16049244
15917,25.16,29.8,16.04,8.306282588
15918,25.16,29.8,16.04,21.23693407
15919,25.16,29.8,16.04,15.53334379
15920,25.16,29.8,16.04,20.73099952
15921,25.16,29.8,35.01,16.21250237
15922,25.16,29.8,35.01,12.52323382
15923,25.16,29.8,35.01,18.49978497
15924,25.16,29.8,35.01,22.04346443
15925,25.16,29.8,35.01,14.55919831
15926,25.16,29.8,35.01,13.90752251
15927,25.16,29.8,35.01,20.82207821
15928,25.16,29.8,35.01,16.72825326
15929,25.16,29.8,35.01,17.87777549
15930,25.16,29.8,35.01,13.0586605
15931,25.16,29.8,35.01,25.07640551
15932,25.16,29.8,35.01,12.71406405
15933,25.16,29.8,35.01,4.554522679
15934,25.16,29.8,35.01,13.22147031
15935,25.16,29.8,35.01,17.56038927
15936,25.16,14.6,16.04,10.33998361
15937,25.16,14.6,16.04,9.257706002
15938,25.16,14.6,16.04,13.81073711
15939,25.16,14.6,16.04,8.883171076
15940,25.16,14.6,16.04,19.43746592
15941,25.16,14.6,16.04,18.95962182
15942,25.16,14.6,16.04,18.38355434
15943,25.16,14.6,16.04,13.23685852
15944,25.16,14.6,16.04,9.261968449
15945,25.16,14.6,16.04,8.75893442
15946,25.16,14.6,16.04,16.09043984
15947,25.16,14.6,16.04,21.31951796
15948,25.16,14.6,16.04,22.20913258
15949,25.16,14.6,16.04,29.24932354
15950,25.16,29.8,35.01,28.10427284
15951,25.16,29.8,35.01,25.90827612
15952,25.16,29.8,35.01,21.63594551
15953,25.16,29.8,35.01,17.55432236
15954,25.16,29.8,35.01,28.59866789
15955,25.16,29.8,35.01,27.06437305
15956,25.16,29.8,35.01,22.04484231
15957,25.16,29.8,35.01,27.58797752
15958,25.16,29.8,35.01,16.3986543
15959,25.16,29.8,35.01,22.49233201
15960,25.16,29.8,35.01,20.80096029
15961,25.16,29.8,35.01,20.57142465
15962,25.16,29.8,35.01,20.56192366
15963,25.16,29.8,16.04,16.83410959
15964,25.16,29.8,16.04,10.56788983
15965,25.16,29.8,16.04,8.639333159
15966,25.16,29.8,16.04,22.08845494
15967,25.16,29.8,16.04,16.15617222
15968,25.16,29.8,16.04,21.56223433
15969,25.16,29.8,35.01,16.86256251
15970,25.16,29.8,35.01,13.02536821
15971,25.16,29.8,35.01,19.2415565
15972,25.16,29.8,35.01,22.92732413
15973,25.16,29.8,35.01,15.14296719
15974,25.16,29.8,35.01,14.46516165
15975,25.16,29.8,35.01,21.65696493
15976,25.16,29.8,35.01,17.39899305
15977,25.16,29.8,35.01,18.59460679
15978,25.16,29.8,35.01,13.58226348
15979,25.16,29.8,35.01,26.08187469
15980,25.16,29.8,35.01,13.12299602
15981,25.16,29.8,35.01,4.701013207
15982,25.16,29.8,35.01,13.64672237
15983,25.16,29.8,35.01,18.12519724
15984,25.16,14.6,16.04,10.23324715
15985,25.16,14.6,16.04,9.162141564
15986,25.16,14.6,16.04,13.66817314
15987,25.16,14.6,16.04,8.791472847
15988,25.16,14.6,16.04,19.23681897
15989,25.16,14.6,16.04,18.76390751
15990,25.16,14.6,16.04,18.19378659
15991,25.16,14.6,16.04,13.10021852
15992,25.16,14.6,16.04,9.166360011
15993,25.16,14.6,16.04,8.668518647
15994,25.16,14.6,16.04,15.9243432
15995,25.16,14.6,16.04,21.09944317
15996,25.16,14.6,16.04,21.92551287
15997,25.16,14.6,16.04,28.87579771
15998,25.16,29.8,35.01,27.74536978
15999,25.16,29.8,35.01,25.57741683
16000,25.16,29.8,35.01,21.35964563
16001,25.16,29.8,35.01,17.33014648
16002,25.16,29.8,35.01,28.2334512
16003,25.16,29.8,35.01,26.71874993
16004,25.16,29.8,35.01,21.76332065
16005,25.16,29.8,35.01,27.23566776
16006,25.16,29.8,35.01,16.18923678
16007,25.16,29.8,35.01,22.20509573
16008,25.16,29.8,35.01,20.53532351
16009,25.16,29.8,35.01,20.30871914
16010,25.16,29.8,35.01,20.29933949
16011,25.16,29.8,16.04,16.61913112
16012,25.16,29.8,16.04,10.43293355
16013,25.16,29.8,16.04,8.52900534
16014,25.16,29.8,16.04,21.80637634
16015,25.16,29.8,16.04,15.9498513
16016,25.16,29.8,16.04,21.28687577
16017,25.16,29.8,35.01,16.64722068
16018,25.16,29.8,35.01,12.85902893
16019,25.16,29.8,35.01,18.99583395
16020,25.16,29.8,35.01,22.63453282
16021,25.16,29.8,35.01,14.94958531
16022,25.16,29.8,35.01,14.28043562
16023,25.16,29.8,35.01,21.38039663
16024,25.16,29.8,35.01,17.17680079
16025,25.16,29.8,35.01,18.35714605
16026,25.16,29.8,35.01,13.40881242
16027,25.16,29.8,35.01,25.74879848
16028,25.16,29.8,35.01,12.98753139
16029,25.16,29.8,35.01,4.6524861
16030,25.16,29.8,35.01,13.50585147
16031,25.16,29.8,35.01,17.93809643
16032,25.16,14.6,16.04,10.40792637
16033,25.16,14.6,16.04,9.318537256
16034,25.16,14.6,16.04,13.90148577
16035,25.16,14.6,16.04,8.941541307
16036,25.16,14.6,16.04,19.56518713
16037,25.16,14.6,16.04,19.08420318
16038,25.16,14.6,16.04,18.50435043
16039,25.16,14.6,16.04,13.3238363
16040,25.16,14.6,16.04,9.322827711
16041,25.16,14.6,16.04,8.816488307
16042,25.16,14.6,16.04,16.19616815
16043,25.16,14.6,16.04,21.45960591
16044,25.16,14.6,16.04,22.38966985
16045,25.16,14.6,16.04,29.48709028
16046,25.16,29.8,35.01,28.3327315
16047,25.16,29.8,35.01,26.1188836
16048,25.16,29.8,35.01,21.81182336
16049,25.16,29.8,35.01,17.69702083
16050,25.16,29.8,35.01,28.83114547
16051,25.16,29.8,35.01,27.2843784
16052,25.16,29.8,35.01,22.22404407
16053,25.16,29.8,35.01,27.81223923
16054,25.16,29.8,35.01,16.53195839
16055,25.16,29.8,35.01,22.6751714
16056,25.16,29.8,35.01,20.97005057
16057,25.16,29.8,35.01,20.73864904
16058,25.16,29.8,35.01,20.72907083
16059,25.16,29.8,16.04,16.97095348
16060,25.16,29.8,16.04,10.65379584
16061,25.16,29.8,16.04,8.709561999
16062,25.16,29.8,16.04,22.26801123
16063,25.16,29.8,16.04,16.28750519
16064,25.16,29.8,16.04,21.73751298
16065,25.16,29.8,35.01,16.99963769
16066,25.16,29.8,35.01,13.13125098
16067,25.16,29.8,35.01,19.39797044
16068,25.16,29.8,35.01,23.11369955
16069,25.16,29.8,35.01,15.26606385
16070,25.16,29.8,35.01,14.58274845
16071,25.16,29.8,35.01,21.83301365
16072,25.16,29.8,35.01,17.54042887
16073,25.16,29.8,35.01,18.7457617
16074,25.16,29.8,35.01,13.69267323
16075,25.16,29.8,35.01,26.29389335
16076,25.16,29.8,35.01,13.20922563
16077,25.16,29.8,35.01,4.73190299
16078,25.16,29.8,35.01,13.73639331
16079,25.16,29.8,35.01,18.2442957
16080,25.16,14.6,16.04,10.33877579
16081,25.16,14.6,16.04,9.256624606
16082,25.16,14.6,16.04,13.80912387
16083,25.16,14.6,16.04,8.882133429
16084,25.16,14.6,16.04,19.43519542
16085,25.16,14.6,16.04,18.95740714
16086,25.16,14.6,16.04,18.38140695
16087,25.16,14.6,16.04,13.23531232
16088,25.16,14.6,16.04,9.260886554
16089,25.16,14.6,16.04,8.757911285
16090,25.16,14.6,16.04,16.08856031
16091,25.16,14.6,16.04,21.31702762
16092,25.16,14.6,16.04,22.20592317
16093,25.16,14.6,16.04,29.24509677
16094,25.16,29.8,35.01,28.10021154
16095,25.16,29.8,35.01,25.90453215
16096,25.16,29.8,35.01,21.63281893
16097,25.16,29.8,35.01,17.55178561
16098,25.16,29.8,35.01,28.59453514
16099,25.16,29.8,35.01,27.06046201
16100,25.16,29.8,35.01,22.04165664
16101,25.16,29.8,35.01,27.58399082
16102,25.16,29.8,35.01,16.39628455
16103,25.16,29.8,35.01,22.48908168
16104,25.16,29.8,35.01,20.79795437
16105,25.16,29.8,35.01,20.5684519
16106,25.16,29.8,35.01,20.55895229
16107,25.16,29.8,16.04,16.83167692
16108,25.16,29.8,16.04,10.56636268
16109,25.16,29.8,16.04,8.638084702
16110,25.16,29.8,16.04,22.08526297
16111,25.16,29.8,16.04,16.15383752
16112,25.16,29.8,16.04,21.5591184
16113,25.16,29.8,35.01,16.86012572
16114,25.16,29.8,35.01,13.02348594
16115,25.16,29.8,35.01,19.23877593
16116,25.16,29.8,35.01,22.92401094
16117,25.16,29.8,35.01,15.1407789
16118,25.16,29.8,35.01,14.46307131
16119,25.16,29.8,35.01,21.65383531
16120,25.16,29.8,35.01,17.39647875
16121,25.16,29.8,35.01,18.59191971
16122,25.16,29.8,35.01,13.58030072
16123,25.16,29.8,35.01,26.07810564
16124,25.16,29.8,35.01,13.12146312
16125,25.16,29.8,35.01,4.700464079
16126,25.16,29.8,35.01,13.64512829
16127,25.16,29.8,35.01,18.12308003
16128,25.16,14.6,16.04,10.19840362
16129,25.16,14.6,16.04,9.130945074
16130,25.16,14.6,16.04,13.6216339
16131,25.16,14.6,16.04,8.761538459
16132,25.16,14.6,16.04,19.17131886
16133,25.16,14.6,16.04,18.70001763
16134,25.16,14.6,16.04,18.13183794
16135,25.16,14.6,16.04,13.05561314
16136,25.16,14.6,16.04,9.135149157
16137,25.16,14.6,16.04,8.63900291
16138,25.16,14.6,16.04,15.87012186
16139,25.16,14.6,16.04,21.02760095
16140,25.16,14.6,16.04,21.83292676
16141,25.16,14.6,16.04,28.75386224
16142,25.16,29.8,35.01,27.62820783
16143,25.16,29.8,35.01,25.46940962
16144,25.16,29.8,35.01,21.26944904
16145,25.16,29.8,35.01,17.25696548
16146,25.16,29.8,35.01,28.1142282
16147,25.16,29.8,35.01,26.60592314
16148,25.16,29.8,35.01,21.67141944
16149,25.16,29.8,35.01,27.12065816
16150,25.16,29.8,35.01,16.12087356
16151,25.16,29.8,35.01,22.11132901
16152,25.16,29.8,35.01,20.44860783
16153,25.16,29.8,35.01,20.22296035
16154,25.16,29.8,35.01,20.21362031
16155,25.16,29.8,16.04,16.54895257
16156,25.16,29.8,16.04,10.38887781
16157,25.16,29.8,16.04,8.492989424
16158,25.16,29.8,16.04,21.71429331
16159,25.16,29.8,16.04,15.88249895
16160,25.16,29.8,16.04,21.19698647
16161,25.16,29.8,35.01,16.57692352
16162,25.16,29.8,35.01,12.80472838
16163,25.16,29.8,35.01,18.91561916
16164,25.16,29.8,35.01,22.53895269
16165,25.16,29.8,35.01,14.88645684
16166,25.16,29.8,35.01,14.22013281
16167,25.16,29.8,35.01,21.29011241
16168,25.16,29.8,35.01,17.10426734
16169,25.16,29.8,35.01,18.27962828
16170,25.16,29.8,35.01,13.35219026
16171,25.16,29.8,35.01,25.64006757
16172,25.16,29.8,35.01,12.9433097
16173,25.16,29.8,35.01,4.636644691
16174,25.16,29.8,35.01,13.45986493
16175,25.16,29.8,35.01,17.87701839
16176,25.16,14.6,16.04,10.68484056
16177,25.16,14.6,16.04,9.566467059
16178,25.16,14.6,16.04,14.2713499
16179,25.16,14.6,16.04,9.179440724
16180,25.16,14.6,16.04,20.08574018
16181,25.16,14.6,16.04,19.59195913
16182,25.16,14.6,16.04,18.99667877
16183,25.16,14.6,16.04,13.67833144
16184,25.16,14.6,16.04,9.570871666
16185,25.16,14.6,16.04,9.051060553
16186,25.16,14.6,16.04,16.6270848
16187,25.16,14.6,16.04,22.03056203
16188,25.16,14.6,16.04,23.12548518
16189,25.16,14.6,16.04,30.45615563
16190,25.16,29.8,35.01,29.26385994
16191,25.16,29.8,35.01,26.97725602
16192,25.16,29.8,35.01,22.52864832
16193,25.16,29.8,35.01,18.2786167
16194,25.16,29.8,35.01,29.77865382
16195,25.16,29.8,35.01,28.1810537
16196,25.16,29.8,35.01,22.95441627
16197,25.16,29.8,35.01,28.72626219
16198,25.16,29.8,35.01,17.07526558
16199,25.16,29.8,35.01,23.42036947
16200,25.16,29.8,35.01,21.65921146
16201,25.16,29.8,35.01,21.42020514
16202,25.16,29.8,35.01,21.41031215
16203,25.16,29.8,16.04,17.52868783
16204,25.16,29.8,16.04,11.00392277
16205,25.16,29.8,16.04,8.995793521
16206,25.16,29.8,16.04,22.99982837
16207,25.16,29.8,16.04,16.82277865
16208,25.16,29.8,16.04,22.4518958
16209,25.16,29.8,35.01,17.55831472
16210,25.16,29.8,35.01,13.56279713
16211,25.16,29.8,35.01,20.03546641
16212,25.16,29.8,35.01,23.87330944
16213,25.16,29.8,35.01,15.76776861
16214,25.16,29.8,35.01,15.06199669
16215,25.16,29.8,35.01,22.550535
16216,25.16,29.8,35.01,18.11687848
16217,25.16,29.8,35.01,19.36182344
16218,25.16,29.8,35.01,14.14266999
16219,25.16,29.8,35.01,27.1580173
16220,25.16,29.8,35.01,13.56067142
16221,25.16,29.8,35.01,4.857800407
16222,25.16,29.8,35.01,14.10186497
16223,25.16,29.8,35.01,18.729705
16224,25.16,14.6,16.04,10.46146502
16225,25.16,14.6,16.04,9.366472057
16226,25.16,14.6,16.04,13.97299538
16227,25.16,14.6,16.04,8.987536831
16228,25.16,14.6,16.04,19.66583097
16229,25.16,14.6,16.04,19.18237282
16230,25.16,14.6,16.04,18.59953729
16231,25.16,14.6,16.04,13.39237447
