timestep,Standard Tariff,7-Hour Off Peak Tariff,10-Hour Off Peak Tariff,Variable Time of Day Tariff,Export Tariff
13798,25.16,29.8,35.01,14.98262482,10.00
13799,25.16,29.8,35.01,20.55011135,10.00
13800,25.16,29.8,35.01,19.00479016,10.00
13801,25.16,29.8,35.01,18.795075,10.00
13802,25.16,29.8,35.01,18.78639443,10.00
13803,25.16,29.8,16.04,15.38047839,10.00
13804,25.16,29.8,16.04,9.655348882,10.00
13805,25.16,29.8,16.04,7.893323748,10.00
13806,25.16,29.8,16.04,20.18110921,10.00
13807,25.16,29.8,16.04,14.76108116,10.00
13808,25.16,29.8,16.04,19.70032792,10.00
13809,25.16,29.8,35.01,15.40647439,10.00
13810,25.16,29.8,35.01,11.90062316,10.00
13811,25.16,29.8,35.01,17.58004143,10.00
13812,25.16,29.8,35.01,20.94754175,10.00
13813,25.16,29.8,35.01,13.83536673,10.00
13814,25.16,29.8,35.01,13.21608993,10.00
13815,25.16,29.8,35.01,19.7868785,10.00
13816,25.16,29.8,35.01,15.89658398,10.00
13817,25.16,29.8,35.01,16.98895605,10.00
13818,25.16,29.8,35.01,12.40943032,10.00
13819,25.16,29.8,35.01,23.82969578,10.00
13820,25.16,29.8,35.01,12.20701771,10.00
13821,25.16,29.8,35.01,4.372884922,10.00
13822,25.16,29.8,35.01,12.69418822,10.00
13823,25.16,29.8,35.01,16.86006787,10.00
13824,25.16,14.6,16.04,9.471163886,10.00
13825,25.16,14.6,16.04,8.47982493,10.00
13826,25.16,14.6,16.04,12.65028645,10.00
13827,25.16,14.6,16.04,8.136760395,10.00
13828,25.16,14.6,16.04,17.80422796,10.00
13829,25.16,14.6,16.04,17.36653484,10.00
13830,25.16,14.6,16.04,16.83887157,10.00
13831,25.16,14.6,16.04,12.12462816,10.00
13832,25.16,14.6,16.04,8.483729223,10.00
13833,25.16,14.6,16.04,8.022962755,10.00
13834,25.16,14.6,16.04,14.73843659,10.00
13835,25.16,14.6,16.04,19.52814011,10.00
13836,25.16,14.6,16.04,19.90050806,10.00
13837,25.16,14.6,16.04,26.20887587,10.00
13838,25.16,29.8,35.01,25.18285243,10.00
13839,25.16,29.8,35.01,23.2151281,10.00
13840,25.16,29.8,35.01,19.3869034,10.00
13841,25.16,29.8,35.01,15.72956226,10.00
13842,25.16,29.8,35.01,25.62585544,10.00
13843,25.16,29.8,35.01,24.25104952,10.00
13844,25.16,29.8,35.01,19.75329566,10.00
13845,25.16,29.8,35.01,24.72022566,10.00
13846,25.16,29.8,35.01,14.69402512,10.00
13847,25.16,29.8,35.01,20.1542691,10.00
13848,25.16,29.8,35.01,18.63871434,10.00
13849,25.16,29.8,35.01,18.43303878,10.00
13850,25.16,29.8,35.01,18.42452542,10.00
13851,25.16,29.8,16.04,15.08421513,10.00
13852,25.16,29.8,16.04,9.469364731,10.00
13853,25.16,29.8,16.04,7.74128024,10.00
13854,25.16,29.8,16.04,19.79237479,10.00
13855,25.16,29.8,16.04,14.4767489,10.00
13856,25.16,29.8,16.04,19.32085445,10.00
13857,25.16,29.8,35.01,15.10971038,10.00
13858,25.16,29.8,35.01,11.67138988,10.00
13859,25.16,29.8,35.01,17.24140953,10.00
13860,25.16,29.8,35.01,20.54404408,10.00
13861,25.16,29.8,35.01,13.56886585,10.00
13862,25.16,29.8,35.01,12.96151775,10.00
13863,25.16,29.8,35.01,19.40573787,10.00
13864,25.16,29.8,35.01,15.59037933,10.00
13865,25.16,29.8,35.01,16.66170981,10.00
13866,25.16,29.8,35.01,12.17039625,10.00
13867,25.16,29.8,35.01,23.37068122,10.00
13868,25.16,29.8,35.01,12.02033299,10.00
13869,25.16,29.8,35.01,4.306009391,10.00
13870,25.16,29.8,35.01,12.50005309,10.00
13871,25.16,29.8,35.01,16.60222299,10.00
13872,25.16,14.6,16.04,9.962820637,10.00
13873,25.16,14.6,16.04,8.920020371,10.00
13874,25.16,14.6,16.04,13.30697435,10.00
13875,25.16,14.6,16.04,8.559147044,10.00
13876,25.16,14.6,16.04,18.72846167,10.00
13877,25.16,14.6,16.04,18.26804749,10.00
13878,25.16,14.6,16.04,17.71299274,10.00
13879,25.16,14.6,16.04,12.75402866,10.00
13880,25.16,14.6,16.04,8.92412734,10.00
13881,25.16,14.6,16.04,8.439442065,10.00
13882,25.16,14.6,16.04,15.50352227,10.00
13883,25.16,14.6,16.04,20.54186367,10.00
13884,25.16,14.6,16.04,21.20693654,10.00
13885,25.16,14.6,16.04,27.92943606,10.00
13886,25.16,29.8,35.01,26.83605624,10.00
13887,25.16,29.8,35.01,24.73915475,10.00
13888,25.16,29.8,35.01,20.65961477,10.00
13889,25.16,29.8,35.01,16.7621765,10.00
13890,25.16,29.8,35.01,27.30814151,10.00
13891,25.16,29.8,35.01,25.84308233,10.00
13892,25.16,29.8,35.01,21.05005994,10.00
13893,25.16,29.8,35.01,26.34305895,10.00
13894,25.16,29.8,35.01,15.65865843,10.00
13895,25.16,29.8,35.01,21.47735649,10.00
13896,25.16,29.8,35.01,19.86230859,10.00
13897,25.16,29.8,35.01,19.64313084,10.00
13898,25.16,29.8,35.01,19.63405859,10.00
13899,25.16,29.8,16.04,16.07446363,10.00
13900,25.16,29.8,16.04,10.09100955,10.00
13901,25.16,29.8,16.04,8.249479778,10.00
13902,25.16,29.8,16.04,21.09170454,10.00
13903,25.16,29.8,16.04,15.42711846,10.00
13904,25.16,29.8,16.04,20.58922984,10.00
13905,25.16,29.8,35.01,16.1016326,10.00
13906,25.16,29.8,35.01,12.43759324,10.00
13907,25.16,29.8,35.01,18.37327353,10.00
13908,25.16,29.8,35.01,21.89271941,10.00
13909,25.16,29.8,35.01,14.45963471,10.00
13910,25.16,29.8,35.01,13.81241542,10.00
13911,25.16,29.8,35.01,20.67968568,10.00
13912,25.16,29.8,35.01,16.6138565,10.00
13913,25.16,29.8,35.01,17.75551768,10.00
13914,25.16,29.8,35.01,12.96935838,10.00
13915,25.16,29.8,35.01,24.90491962,10.00
13916,25.16,29.8,35.01,12.64431943,10.00
13917,25.16,29.8,35.01,4.529538264,10.00
13918,25.16,29.8,35.01,13.14894224,10.00
13919,25.16,29.8,35.01,17.46405952,10.00
13920,25.16,14.6,16.04,9.476850455,10.00
13921,25.16,14.6,16.04,8.48491629,10.00
13922,25.16,14.6,16.04,12.65788179,10.00
13923,25.16,14.6,16.04,8.141645777,10.00
13924,25.16,14.6,16.04,17.81491778,10.00
13925,25.16,14.6,16.04,17.37696186,10.00
13926,25.16,14.6,16.04,16.84898177,10.00
13927,25.16,14.6,16.04,12.13190789,10.00
13928,25.16,14.6,16.04,8.488822928,10.00
13929,25.16,14.6,16.04,8.027779811,10.00
13930,25.16,14.6,16.04,14.74728568,10.00
13931,25.16,14.6,16.04,19.53986498,10.00
13932,25.16,14.6,16.04,19.91561839,10.00
13933,25.16,14.6,16.04,26.2287761,10.00
13934,25.16,29.8,35.01,25.20197361,10.00
13935,25.16,29.8,35.01,23.2327552,10.00
13936,25.16,29.8,35.01,19.40162376,10.00
13937,25.16,29.8,35.01,15.74150561,10.00
13938,25.16,29.8,35.01,25.64531299,10.00
13939,25.16,29.8,35.01,24.26946319,10.00
13940,25.16,29.8,35.01,19.76829421,10.00
13941,25.16,29.8,35.01,24.73899557,10.00
13942,25.16,29.8,35.01,14.7051822,10.00
13943,25.16,29.8,35.01,20.16957211,10.00
13944,25.16,29.8,35.01,18.6528666,10.00
13945,25.16,29.8,35.01,18.44703487,10.00
13946,25.16,29.8,35.01,18.43851504,10.00
13947,25.16,29.8,16.04,15.09566847,10.00
13948,25.16,29.8,16.04,9.47655476,10.00
13949,25.16,29.8,16.04,7.747158145,10.00
13950,25.16,29.8,16.04,19.80740301,10.00
13951,25.16,29.8,16.04,14.487741,10.00
13952,25.16,29.8,16.04,19.33552465,10.00
13953,25.16,29.8,35.01,15.12118309,10.00
13954,25.16,29.8,35.01,11.68025189,10.00
13955,25.16,29.8,35.01,17.25450083,10.00
13956,25.16,29.8,35.01,20.55964304,10.00
13957,25.16,29.8,35.01,13.57916861,10.00
13958,25.16,29.8,35.01,12.97135935,10.00
13959,25.16,29.8,35.01,19.42047252,10.00
13960,25.16,29.8,35.01,15.60221701,10.00
13961,25.16,29.8,35.01,16.67436094,10.00
13962,25.16,29.8,35.01,12.17963715,10.00
13963,25.16,29.8,35.01,23.38842643,10.00
13964,25.16,29.8,35.01,12.0275501,10.00
13965,25.16,29.8,35.01,4.308594756,10.00
13966,25.16,29.8,35.01,12.50755823,10.00
13967,25.16,29.8,35.01,16.61219111,10.00
13968,25.16,14.6,16.04,9.446092854,10.00
13969,25.16,14.6,16.04,8.457378062,10.00
13970,25.16,14.6,16.04,12.61679999,10.00
13971,25.16,14.6,16.04,8.115221651,10.00
13972,25.16,14.6,16.04,17.75709855,10.00
13973,25.16,14.6,16.04,17.32056404,10.00
13974,25.16,14.6,16.04,16.79429755,10.00
13975,25.16,14.6,16.04,12.09253317,10.00
13976,25.16,14.6,16.04,8.46127202,10.00
13977,25.16,14.6,16.04,8.001725243,10.00
13978,25.16,14.6,16.04,14.69942261,10.00
13979,25.16,14.6,16.04,19.47644735,10.00
13980,25.16,14.6,16.04,19.83388941,10.00
13981,25.16,14.6,16.04,26.12113942,10.00
13982,25.16,29.8,35.01,25.09855068,10.00
13983,25.16,29.8,35.01,23.13741347,10.00
13984,25.16,29.8,35.01,19.32200409,10.00
13985,25.16,29.8,35.01,15.6769062,10.00
13986,25.16,29.8,35.01,25.5400707,10.00
13987,25.16,29.8,35.01,24.16986706,10.00
13988,25.16,29.8,35.01,19.68716981,10.00
13989,25.16,29.8,35.01,24.63747259,10.00
13990,25.16,29.8,35.01,14.64483562,10.00
13991,25.16,29.8,35.01,20.08680096,10.00
13992,25.16,29.8,35.01,18.57631965,10.00
13993,25.16,29.8,35.01,18.3713326,10.00
13994,25.16,29.8,35.01,18.36284774,10.00
13995,25.16,29.8,16.04,15.03371943,10.00
13996,25.16,29.8,16.04,9.437665223,10.00
13997,25.16,29.8,16.04,7.715365642,10.00
13998,25.16,29.8,16.04,19.72611812,10.00
13999,25.16,29.8,16.04,14.42828674,10.00
14000,25.16,29.8,16.04,19.25617624,10.00
14001,25.16,29.8,35.01,15.05912933,10.00
14002,25.16,29.8,35.01,11.6323189,10.00
14003,25.16,29.8,35.01,17.18369244,10.00
14004,25.16,29.8,35.01,20.47527114,10.00
14005,25.16,29.8,35.01,13.52344291,10.00
14006,25.16,29.8,35.01,12.91812796,10.00
14007,25.16,29.8,35.01,19.3407755,10.00
14008,25.16,29.8,35.01,15.5381892,10.00
14009,25.16,29.8,35.01,16.60593332,10.00
14010,25.16,29.8,35.01,12.12965481,10.00
14011,25.16,29.8,35.01,23.29244586,10.00
14012,25.16,29.8,35.01,11.98851407,10.00
14013,25.16,29.8,35.01,4.294610993,10.00
14014,25.16,29.8,35.01,12.46696432,10.00
14015,25.16,29.8,35.01,16.5582754,10.00
14016,25.16,14.6,16.04,10.13405321,10.00
14017,25.16,14.6,16.04,9.073330173,10.00
14018,25.16,14.6,16.04,13.53568343,10.00
14019,25.16,14.6,16.04,8.706254459,10.00
14020,25.16,14.6,16.04,19.0503507,10.00
14021,25.16,14.6,16.04,18.58202331,10.00
14022,25.16,14.6,16.04,18.01742875,10.00
14023,25.16,14.6,16.04,12.97323417,10.00
14024,25.16,14.6,16.04,9.077507729,10.00
14025,25.16,14.6,16.04,8.584492091,10.00
14026,25.16,14.6,16.04,15.76998376,10.00
14027,25.16,14.6,16.04,20.89491993,10.00
14028,25.16,14.6,16.04,21.6619351,10.00
14029,25.16,14.6,16.04,28.52866703,10.00
14030,25.16,29.8,35.01,27.41182855,10.00
14031,25.16,29.8,35.01,25.26993767,10.00
14032,25.16,29.8,35.01,21.10287044,10.00
14033,25.16,29.8,35.01,17.12181195,10.00
14034,25.16,29.8,35.01,27.89404249,10.00
14035,25.16,29.8,35.01,26.39755022,10.00
14036,25.16,29.8,35.01,21.50169268,10.00
14037,25.16,29.8,35.01,26.90825392,10.00
14038,25.16,29.8,35.01,15.99461771,10.00
14039,25.16,29.8,35.01,21.93815696,10.00
14040,25.16,29.8,35.01,20.28845792,10.00
14041,25.16,29.8,35.01,20.06457767,10.00
14042,25.16,29.8,35.01,20.05531078,10.00
14043,25.16,29.8,16.04,16.41934407,10.00
14044,25.16,29.8,16.04,10.30751394,10.00
14045,25.16,29.8,16.04,8.426473819,10.00
14046,25.16,29.8,16.04,21.54423077,10.00
14047,25.16,29.8,16.04,15.75811,10.00
14048,25.16,29.8,16.04,21.03097539,10.00
14049,25.16,29.8,35.01,16.44709596,10.00
14050,25.16,29.8,35.01,12.70444399,10.00
14051,25.16,29.8,35.01,18.76747535,10.00
14052,25.16,29.8,35.01,22.36243156,10.00
14053,25.16,29.8,35.01,14.76986872,10.00
14054,25.16,29.8,35.01,14.10876322,10.00
14055,25.16,29.8,35.01,21.12337198,10.00
14056,25.16,29.8,35.01,16.97030972,10.00
14057,25.16,29.8,35.01,18.13646544,10.00
14058,25.16,29.8,35.01,13.24761825,10.00
14059,25.16,29.8,35.01,25.43925905,10.00
14060,25.16,29.8,35.01,12.86163935,10.00
14061,25.16,29.8,35.01,4.607388154,10.00
14062,25.16,29.8,35.01,13.3749352,10.00
14063,25.16,29.8,35.01,17.76421707,10.00
14064,25.16,14.6,16.04,9.763076454,10.00
14065,25.16,14.6,16.04,8.741183249,10.00
14066,25.16,14.6,16.04,13.04018337,10.00
14067,25.16,14.6,16.04,8.387545056,10.00
14068,25.16,14.6,16.04,18.35297551,10.00
14069,25.16,14.6,16.04,17.90179216,10.00
14070,25.16,14.6,16.04,17.35786568,10.00
14071,25.16,14.6,16.04,12.49832366,10.00
14072,25.16,14.6,16.04,8.745207877,10.00
14073,25.16,14.6,16.04,8.270240037,10.00
14074,25.16,14.6,16.04,15.19269279,10.00
14075,25.16,14.6,16.04,20.13002068,10.00
14076,25.16,14.6,16.04,20.67617705,10.00
14077,25.16,14.6,16.04,27.23042829,10.00
14078,25.16,29.8,35.01,26.16441318,10.00
14079,25.16,29.8,35.01,24.11999218,10.00
14080,25.16,29.8,35.01,20.14255344,10.00
14081,25.16,29.8,35.01,16.34265885,10.00
14082,25.16,29.8,35.01,26.62468327,10.00
14083,25.16,29.8,35.01,25.19629107,10.00
14084,25.16,29.8,35.01,20.52322669,10.00
14085,25.16,29.8,35.01,25.68375445,10.00
14086,25.16,29.8,35.01,15.26675922,10.00
14087,25.16,29.8,35.01,20.93982902,10.00
14088,25.16,29.8,35.01,19.36520196,10.00
14089,25.16,29.8,35.01,19.15150971,10.00
14090,25.16,29.8,35.01,19.14266452,10.00
14091,25.16,29.8,16.04,15.6721578,10.00
14092,25.16,29.8,16.04,9.838455436,10.00
14093,25.16,29.8,16.04,8.043014798,10.00
14094,25.16,29.8,16.04,20.56382902,10.00
14095,25.16,29.8,16.04,15.04101415,10.00
14096,25.16,29.8,16.04,20.07393008,10.00
14097,25.16,29.8,35.01,15.69864679,10.00
14098,25.16,29.8,35.01,12.12630968,10.00
14099,25.16,29.8,35.01,17.91343392,10.00
14100,25.16,29.8,35.01,21.34479639,10.00
14101,25.16,29.8,35.01,14.09774423,10.00
14102,25.16,29.8,35.01,13.46672331,10.00
14103,25.16,29.8,35.01,20.16212203,10.00
14104,25.16,29.8,35.01,16.19805094,10.00
14105,25.16,29.8,35.01,17.31113904,10.00
14106,25.16,29.8,35.01,12.64476599,10.00
14107,25.16,29.8,35.01,24.28160834,10.00
14108,25.16,29.8,35.01,12.39081399,10.00
14109,25.16,29.8,35.01,4.438725737,10.00
14110,25.16,29.8,35.01,12.88531964,10.00
14111,25.16,29.8,35.01,17.11392331,10.00
14112,25.16,14.6,16.04,9.622348093,10.00
14113,25.16,14.6,16.04,8.615184809,10.00
14114,25.16,14.6,16.04,12.85221766,10.00
14115,25.16,14.6,16.04,8.26664408,10.00
14116,25.16,14.6,16.04,18.08842937,10.00
14117,25.16,14.6,16.04,17.64374953,10.00
14118,25.16,14.6,16.04,17.1076634,10.00
14119,25.16,14.6,16.04,12.3181685,10.00
14120,25.16,14.6,16.04,8.619151425,10.00
14121,25.16,14.6,16.04,8.151029936,10.00
14122,25.16,14.6,16.04,14.97370006,10.00
14123,25.16,14.6,16.04,19.8398596,10.00
14124,25.16,14.6,16.04,20.30223417,10.00
14125,25.16,14.6,16.04,26.73794727,10.00
14126,25.16,29.8,35.01,25.69121178,10.00
14127,25.16,29.8,35.01,23.68376553,10.00
14128,25.16,29.8,35.01,19.77826152,10.00
14129,25.16,29.8,35.01,16.04709063,10.00
14130,25.16,29.8,35.01,26.14315757,10.00
14131,25.16,29.8,35.01,24.74059882,10.00
14132,25.16,29.8,35.01,20.15205003,10.00
14133,25.16,29.8,35.01,25.21924609,10.00
14134,25.16,29.8,35.01,14.99064939,10.00
14135,25.16,29.8,35.01,20.56111782,10.00
14136,25.16,29.8,35.01,19.01496896,10.00
14137,25.16,29.8,35.01,18.80514149,10.00
14138,25.16,29.8,35.01,18.79645627,10.00
14139,25.16,29.8,16.04,15.38871605,10.00
14140,25.16,29.8,16.04,9.660520206,10.00
14141,25.16,29.8,16.04,7.897551345,10.00
14142,25.16,29.8,16.04,20.19191804,10.00
14143,25.16,29.8,16.04,14.76898707,10.00
14144,25.16,29.8,16.04,19.71087925,10.00
14145,25.16,29.8,35.01,15.41472597,10.00
14146,25.16,29.8,35.01,11.90699703,10.00
14147,25.16,29.8,35.01,17.58945715,10.00
14148,25.16,29.8,35.01,20.95876107,10.00
14149,25.16,29.8,35.01,13.84277683,10.00
14150,25.16,29.8,35.01,13.22316836,10.00
14151,25.16,29.8,35.01,19.79747619,10.00
14152,25.16,29.8,35.01,15.90509805,10.00
14153,25.16,29.8,35.01,16.99805519,10.00
14154,25.16,29.8,35.01,12.41607671,10.00
14155,25.16,29.8,35.01,23.84245876,10.00
14156,25.16,29.8,35.01,12.21220851,10.00
14157,25.16,29.8,35.01,4.374744408,10.00
14158,25.16,29.8,35.01,12.69958619,10.00
14159,25.16,29.8,35.01,16.86723729,10.00
14160,25.16,14.6,16.04,9.894194597,10.00
14161,25.16,14.6,16.04,8.858577363,10.00
14162,25.16,14.6,16.04,13.21531307,10.00
14163,25.16,14.6,16.04,8.500189808,10.00
14164,25.16,14.6,16.04,18.59945602,10.00
14165,25.16,14.6,16.04,18.14221327,10.00
14166,25.16,14.6,16.04,17.59098186,10.00
14167,25.16,14.6,16.04,12.66617618,10.00
14168,25.16,14.6,16.04,8.862656042,10.00
14169,25.16,14.6,16.04,8.381309383,10.00
14170,25.16,14.6,16.04,15.39673069,10.00
14171,25.16,14.6,16.04,20.40036691,10.00
14172,25.16,14.6,16.04,21.02458369,10.00
14173,25.16,14.6,16.04,27.6892782,10.00
14174,25.16,29.8,35.01,26.60530006,10.00
14175,25.16,29.8,35.01,24.52642927,10.00
14176,25.16,29.8,35.01,20.48196819,10.00
14177,25.16,29.8,35.01,16.61804297,10.00
14178,25.16,29.8,35.01,27.073326,10.00
14179,25.16,29.8,35.01,25.62086448,10.00
14180,25.16,29.8,35.01,20.86905602,10.00
14181,25.16,29.8,35.01,26.11654193,10.00
14182,25.16,29.8,35.01,15.52401376,10.00
14183,25.16,29.8,35.01,21.29267836,10.00
14184,25.16,29.8,35.01,19.69151784,10.00
14185,25.16,29.8,35.01,19.47422474,10.00
14186,25.16,29.8,35.01,19.4652305,10.00
14187,25.16,29.8,16.04,15.93624355,10.00
14188,25.16,29.8,16.04,10.00423962,10.00
14189,25.16,29.8,16.04,8.178544676,10.00
14190,25.16,29.8,16.04,20.91034253,10.00
14191,25.16,29.8,16.04,15.29446473,10.00
14192,25.16,29.8,16.04,20.41218848,10.00
14193,25.16,29.8,35.01,15.9631789,10.00
14194,25.16,29.8,35.01,12.33064565,10.00
14195,25.16,29.8,35.01,18.21528659,10.00
14196,25.16,29.8,35.01,21.70446969,10.00
14197,25.16,29.8,35.01,14.33530012,10.00
14198,25.16,29.8,35.01,13.6936461,10.00
14199,25.16,29.8,35.01,20.50186652,10.00
14200,25.16,29.8,35.01,16.47099833,10.00
14201,25.16,29.8,35.01,17.60284266,10.00
14202,25.16,29.8,35.01,12.85783828,10.00
14203,25.16,29.8,35.01,24.69076878,10.00
14204,25.16,29.8,35.01,12.55722265,10.00
14205,25.16,29.8,35.01,4.498337835,10.00
14206,25.16,29.8,35.01,13.05836952,10.00
14207,25.16,29.8,35.01,17.34376334,10.00
14208,25.16,14.6,16.04,9.449104336,10.00
14209,25.16,14.6,16.04,8.460074335,10.00
14210,25.16,14.6,16.04,12.62082232,10.00
14211,25.16,14.6,16.04,8.117808841,10.00
14212,25.16,14.6,16.04,17.76275964,10.00
14213,25.16,14.6,16.04,17.32608596,10.00
14214,25.16,14.6,16.04,16.79965169,10.00
14215,25.16,14.6,16.04,12.09638835,10.00
14216,25.16,14.6,16.04,8.463969535,10.00
14217,25.16,14.6,16.04,8.004276251,10.00
14218,25.16,14.6,16.04,14.70410889,10.00
14219,25.16,14.6,16.04,19.48265658,10.00
14220,25.16,14.6,16.04,19.84189151,10.00
14221,25.16,14.6,16.04,26.13167814,10.00
14222,25.16,29.8,35.01,25.10867683,10.00
14223,25.16,29.8,35.01,23.1467484,10.00
14224,25.16,29.8,35.01,19.32979966,10.00
14225,25.16,29.8,35.01,15.68323114,10.00
14226,25.16,29.8,35.01,25.55037499,10.00
14227,25.16,29.8,35.01,24.17961853,10.00
14228,25.16,29.8,35.01,19.69511271,10.00
14229,25.16,29.8,35.01,24.64741272,10.00
14230,25.16,29.8,35.01,14.65074416,10.00
14231,25.16,29.8,35.01,20.0949051,10.00
14232,25.16,29.8,35.01,18.58381437,10.00
14233,25.16,29.8,35.01,18.37874462,10.00
14234,25.16,29.8,35.01,18.37025634,10.00
14235,25.16,29.8,16.04,15.03978487,10.00
14236,25.16,29.8,16.04,9.441472905,10.00
14237,25.16,29.8,16.04,7.718478452,10.00
14238,25.16,29.8,16.04,19.73407674,10.00
14239,25.16,29.8,16.04,14.43410792,10.00
14240,25.16,29.8,16.04,19.26394526,10.00
14241,25.16,29.8,35.01,15.06520503,10.00
14242,25.16,29.8,35.01,11.63701203,10.00
14243,25.16,29.8,35.01,17.1906253,10.00
14244,25.16,29.8,35.01,20.483532,10.00
14245,25.16,29.8,35.01,13.52889903,10.00
14246,25.16,29.8,35.01,12.92333985,10.00
14247,25.16,29.8,35.01,19.34857865,10.00
14248,25.16,29.8,35.01,15.54445818,10.00
14249,25.16,29.8,35.01,16.61263308,10.00
14250,25.16,29.8,35.01,12.13454859,10.00
14251,25.16,29.8,35.01,23.30184334,10.00
14252,25.16,29.8,35.01,11.9923361,10.00
14253,25.16,29.8,35.01,4.295980145,10.00
14254,25.16,29.8,35.01,12.47093887,10.00
14255,25.16,29.8,35.01,16.56355429,10.00
14256,25.16,14.6,16.04,9.861490223,10.00
14257,25.16,14.6,16.04,8.829296129,10.00
14258,25.16,14.6,16.04,13.17163103,10.00
14259,25.16,14.6,16.04,8.472093192,10.00
14260,25.16,14.6,16.04,18.53797718,10.00
14261,25.16,14.6,16.04,18.08224581,10.00
14262,25.16,14.6,16.04,17.53283644,10.00
14263,25.16,14.6,16.04,12.62430927,10.00
14264,25.16,14.6,16.04,8.833361326,10.00
14265,25.16,14.6,16.04,8.353605715,10.00
14266,25.16,14.6,16.04,15.34583818,10.00
14267,25.16,14.6,16.04,20.33293533,10.00
14268,25.16,14.6,16.04,20.93768175,10.00
14269,25.16,14.6,16.04,27.57482875,10.00
14270,25.16,29.8,35.01,26.49533107,10.00
14271,25.16,29.8,35.01,24.42505298,10.00
14272,25.16,29.8,35.01,20.39730907,10.00
14273,25.16,29.8,35.01,16.5493548,10.00
14274,25.16,29.8,35.01,26.9614225,10.00
14275,25.16,29.8,35.01,25.51496451,10.00
14276,25.16,29.8,35.01,20.78279693,10.00
14277,25.16,29.8,35.01,26.00859315,10.00
14278,25.16,29.8,35.01,15.45984759,10.00
14279,25.16,29.8,35.01,21.20466829,10.00
14280,25.16,29.8,35.01,19.61012592,10.00
14281,25.16,29.8,35.01,19.39373097,10.00
14282,25.16,29.8,35.01,19.38477391,10.00
14283,25.16,29.8,16.04,15.8703735,10.00
14284,25.16,29.8,16.04,9.96288861,10.00
14285,25.16,29.8,16.04,8.144739897,10.00
14286,25.16,29.8,16.04,20.82391279,10.00
14287,25.16,29.8,16.04,15.23124737,10.00
14288,25.16,29.8,16.04,20.32781778,10.00
14289,25.16,29.8,35.01,15.89719751,10.00
14290,25.16,29.8,35.01,12.27967879,10.00
14291,25.16,29.8,35.01,18.13999646,10.00
14292,25.16,29.8,35.01,21.61475754,10.00
14293,25.16,29.8,35.01,14.27604733,10.00
14294,25.16,29.8,35.01,13.63704548,10.00
14295,25.16,29.8,35.01,20.41712515,10.00
14296,25.16,29.8,35.01,16.40291794,10.00
14297,25.16,29.8,35.01,17.53008397,10.00
14298,25.16,29.8,35.01,12.80469235,10.00
14299,25.16,29.8,35.01,24.58871321,10.00
14300,25.16,29.8,35.01,12.51571588,10.00
14301,25.16,29.8,35.01,4.483468982,10.00
14302,25.16,29.8,35.01,13.01520625,10.00
14303,25.16,29.8,35.01,17.28643509,10.00
14304,25.16,14.6,16.04,10.38741162,10.00
14305,25.16,14.6,16.04,9.300169763,10.00
14306,25.16,14.6,16.04,13.87408496,10.00
14307,25.16,14.6,16.04,8.923916899,10.00
14308,25.16,14.6,16.04,19.52662277,10.00
14309,25.16,14.6,16.04,19.04658687,10.00
14310,25.16,14.6,16.04,18.46787705,10.00
14311,25.16,14.6,16.04,13.29757408,10.00
14312,25.16,14.6,16.04,9.30445176,10.00
14313,25.16,14.6,16.04,8.799110387,10.00
14314,25.16,14.6,16.04,16.16424436,10.00
14315,25.16,14.6,16.04,21.41730751,10.00
14316,25.16,14.6,16.04,22.33515811,10.00
14317,25.16,14.6,16.04,29.41529858,10.00
14318,25.16,29.8,35.01,28.2637503,10.00
14319,25.16,29.8,35.01,26.05529241,10.00
14320,25.16,29.8,35.01,21.7587185,10.00
14321,25.16,29.8,35.01,17.65393421,10.00
14322,25.16,29.8,35.01,28.76095079,10.00
14323,25.16,29.8,35.01,27.2179496,10.00
14324,25.16,29.8,35.01,22.16993558,10.00
14325,25.16,29.8,35.01,27.74452527,10.00
14326,25.16,29.8,35.01,16.49170833,10.00
14327,25.16,29.8,35.01,22.61996456,10.00
14328,25.16,29.8,35.01,20.91899516,10.00
14329,25.16,29.8,35.01,20.68815702,10.00
14330,25.16,29.8,35.01,20.67860213,10.00
14331,25.16,29.8,16.04,16.9296346,10.00
14332,25.16,29.8,16.04,10.62785723,10.00
14333,25.16,29.8,16.04,8.688356982,10.00
14334,25.16,29.8,16.04,22.21379569,10.00
14335,25.16,29.8,16.04,16.24785029,10.00
14336,25.16,29.8,16.04,21.68458904,10.00
14337,25.16,29.8,35.01,16.95824897,10.00
14338,25.16,29.8,35.01,13.09928056,10.00
14339,25.16,29.8,35.01,19.35074255,10.00
14340,25.16,29.8,35.01,23.05742504,10.00
14341,25.16,29.8,35.01,15.22889583,10.00
14342,25.16,29.8,35.01,14.54724409,10.00
14343,25.16,29.8,35.01,21.77985719,10.00
14344,25.16,29.8,35.01,17.49772349,10.00
14345,25.16,29.8,35.01,18.70012173,10.00
14346,25.16,29.8,35.01,13.65933592,10.00
14347,25.16,29.8,35.01,26.22987607,10.00
14348,25.16,29.8,35.01,13.18318931,10.00
14349,25.16,29.8,35.01,4.722576075,10.00
14350,25.16,29.8,35.01,13.70931791,10.00
14351,25.16,29.8,35.01,18.2083349,10.00
14352,25.16,14.6,16.04,9.964627056,10.00
14353,25.16,14.6,16.04,8.921637714,10.00
14354,25.16,14.6,16.04,13.30938712,10.00
